COD_INE,COD_PROV,PROVINCIA,NOMBRE_ACTUAL,POBLACION_MUNI,LONGITUD_ETRS89,LATITUD_ETRS89,ALTITUD,ARCHIVO_TMY,ZC_CTE_2019,ZCI_CTE_2019,ZCV_CTE_2019,GD_I,GD_V,n_N,SCI,SCV,ZCI_TMY,ZCV_TMY,ZCI_DIFF,ZCV_DIFF
09238000000,09,Burgos,Oña,1008,-3.41176884,42.73430475,600.0,09238000000_Oña.csv,E1,E,1,3055.3,167.5,0.425,1.57,0.33,E,1,0,0
09239000000,09,Burgos,Oquillas,48,-3.70604904,41.83080951,912.0,09239000000_Oquillas.csv,E1,E,1,2775.2,250.5,0.627,1.24,0.57,D,2,-1,1
09241000000,09,Burgos,Orbaneja Riopico,355,-3.5852192,42.36115201,927.0,09241000000_Orbaneja Riopico.csv,E1,E,1,3238.3,194.1,0.543,1.68,0.4,E,1,0,0
09242000000,09,Burgos,Padilla de Abajo,75,-4.17677638,42.40831322,799.0,09242000000_Padilla de Abajo.csv,E1,E,1,3089.6,135.2,0.592,1.52,0.23,E,1,0,0
09243000000,09,Burgos,Padilla de Arriba,86,-4.19344038,42.43794991,830.0,09243000000_Padilla de Arriba.csv,E1,E,1,3089.6,135.2,0.593,1.52,0.23,E,1,0,0
09244000000,09,Burgos,Padrones de Bureba,45,-3.53246087,42.70499002,777.0,09244000000_Padrones de Bureba.csv,E1,E,1,3333.4,129.0,0.494,1.79,0.21,E,1,0,0
09246000000,09,Burgos,Palacios de la Sierra,702,-3.12711081,41.9638196,1058.0,09246000000_Palacios de la Sierra.csv,E1,E,1,3230.9,209.2,0.53,1.68,0.45,E,1,0,0
09247000000,09,Burgos,Palacios de Riopisuerga,22,-4.25660509,42.34361599,780.0,09247000000_Palacios de Riopisuerga.csv,E1,E,1,2894.3,206.8,0.667,1.32,0.44,D,1,-1,0
09248000000,09,Burgos,Palazuelos de la Sierra,87,-3.45956152,42.21313022,1113.0,09248000000_Palazuelos de la Sierra.csv,E1,E,1,3415.7,174.8,0.485,1.87,0.35,E,1,0,0
09249000000,09,Burgos,Palazuelos de Muñó,53,-3.98966907,42.19807877,788.0,09249000000_Palazuelos de Muñó.csv,E1,E,1,3102.9,268.6,0.644,1.51,0.62,D,2,-1,1
09250000000,09,Burgos,Pampliega,287,-3.98797885,42.20619881,815.0,09250000000_Pampliega.csv,E1,E,1,2998.8,202.0,0.646,1.42,0.43,D,1,-1,0
09251000000,09,Burgos,Pancorbo,423,-3.10985574,42.63502775,633.0,09251000000_Pancorbo.csv,E1,E,1,2882.9,131.0,0.431,1.42,0.22,D,1,-1,0
09253000000,09,Burgos,Pardilla,115,-3.71056916,41.55255601,876.0,09253000000_Pardilla.csv,E1,E,1,3087.3,218.8,0.666,1.48,0.48,D,1,-1,0
09255000000,09,Burgos,Partido de la Sierra en Tobalina,84,-3.25478667,42.73341015,620.0,09255000000_Partido de la Sierra en Tobalina.csv,E1,E,1,2848.1,157.2,0.479,1.37,0.3,D,1,-1,0
09256000000,09,Burgos,Pedrosa de Duero,485,-3.98820434,41.71263687,835.0,09256000000_Pedrosa de Duero.csv,E1,E,1,2806.8,263.4,0.684,1.24,0.61,D,2,-1,1
09257000000,09,Burgos,Pedrosa del Páramo,84,-3.97283328,42.44228482,944.0,09257000000_Pedrosa del Páramo.csv,E1,E,1,3090.3,173.9,0.643,1.5,0.35,D,1,-1,0
09258000000,09,Burgos,Pedrosa del Príncipe,165,-4.19833669,42.24787588,774.0,09258000000_Pedrosa del Príncipe.csv,E1,E,1,3066.3,189.8,0.655,1.47,0.39,D,1,-1,0
09259000000,09,Burgos,Pedrosa de Río Úrbel,252,-3.82136104,42.41028267,845.0,09259000000_Pedrosa de Río Úrbel.csv,E1,E,1,3158.6,171.3,0.55,1.6,0.34,E,1,0,0
09261000000,09,Burgos,Peñaranda de Duero,511,-3.47913831,41.68853682,854.0,09261000000_Peñaranda de Duero.csv,E1,E,1,2885.0,223.6,0.683,1.3,0.49,D,1,-1,0
09262000000,09,Burgos,Peral de Arlanza,175,-4.07662217,42.07593729,774.0,09262000000_Peral de Arlanza.csv,E1,E,1,3247.5,348.9,0.615,1.65,0.86,E,3,0,2
09265000000,09,Burgos,Piérnigas,37,-3.41326034,42.59020931,736.0,09265000000_Piérnigas.csv,E1,E,1,3099.2,160.2,0.505,1.57,0.3,E,1,0,0
09266000000,09,Burgos,Pineda de la Sierra,99,-3.29692813,42.216142,1209.0,09266000000_Pineda de la Sierra.csv,E1,E,1,3554.6,145.8,0.418,2.03,0.26,E,1,0,0
09267000000,09,Burgos,Pineda Trasmonte,117,-3.69633013,41.90976041,960.0,09267000000_Pineda Trasmonte.csv,E1,E,1,3063.6,275.3,0.65,1.47,0.64,D,2,-1,1
09268000000,09,Burgos,Pinilla de los Barruecos,99,-3.30448269,41.91819947,1084.0,09268000000_Pinilla de los Barruecos.csv,E1,E,1,3223.3,234.3,0.576,1.65,0.52,E,2,0,1
09269000000,09,Burgos,Pinilla de los Moros,40,-3.32887626,42.06812396,978.0,09269000000_Pinilla de los Moros.csv,E1,E,1,3369.5,242.5,0.526,1.81,0.55,E,2,0,1
09270000000,09,Burgos,Pinilla Trasmonte,165,-3.61953707,41.87372939,932.0,09270000000_Pinilla Trasmonte.csv,E1,E,1,3119.1,257.1,0.581,1.55,0.59,E,2,0,1
09272000000,09,Burgos,Poza de la Sal,294,-3.50149791,42.66582922,757.0,09272000000_Poza de la Sal.csv,E1,E,1,3088.8,125.0,0.508,1.56,0.2,E,1,0,0
09273000000,09,Burgos,Prádanos de Bureba,56,-3.34771892,42.50322305,755.0,09273000000_Prádanos de Bureba.csv,E1,E,1,3095.4,155.5,0.49,1.58,0.29,E,1,0,0
09274000000,09,Burgos,Pradoluengo,1120,-3.20034051,42.32374993,959.0,09274000000_Pradoluengo.csv,E1,E,1,3282.1,119.5,0.391,1.79,0.18,E,1,0,0
09275000000,09,Burgos,Presencio,190,-3.90290387,42.18663505,812.0,09275000000_Presencio.csv,E1,E,1,2990.6,177.6,0.645,1.41,0.36,D,1,-1,0
09276000000,09,Burgos,La Puebla de Arganzón,513,-2.83136041,42.76684107,482.0,09276000000_La Puebla de Arganzón.csv,D1,D,1,2721.9,160.0,0.511,1.25,0.3,D,1,0,0
09277000000,09,Burgos,Puentedura,120,-3.58217517,42.04190193,861.0,09277000000_Puentedura.csv,E1,E,1,2960.0,267.6,0.624,1.4,0.62,D,2,-1,1
09279000000,09,Burgos,Quemada,255,-3.57638649,41.70065744,848.0,09279000000_Quemada.csv,E1,E,1,2920.0,286.1,0.614,1.37,0.67,D,2,-1,1
09280000000,09,Burgos,Quintanabureba,30,-3.36631627,42.58676655,680.0,09280000000_Quintanabureba.csv,E1,E,1,3044.2,125.3,0.558,1.5,0.2,D,1,-1,0
09281000000,09,Burgos,Quintana del Pidio,157,-3.75133622,41.75912561,845.0,09281000000_Quintana del Pidio.csv,E1,E,1,2918.3,332.1,0.67,1.34,0.81,D,2,-1,1
09283000000,09,Burgos,Quintanaélez,43,-3.29907153,42.66981392,711.0,09283000000_Quintanaélez.csv,E1,E,1,2914.0,129.9,0.549,1.39,0.22,D,1,-1,0
09287000000,09,Burgos,Quintanaortuño,274,-3.68529767,42.45522368,864.0,09287000000_Quintanaortuño.csv,E1,E,1,3110.8,174.6,0.542,1.57,0.35,E,1,0,0
09288000000,09,Burgos,Quintanapalla,117,-3.53486269,42.40882342,933.0,09288000000_Quintanapalla.csv,E1,E,1,3191.5,180.2,0.552,1.63,0.36,E,1,0,0
09289000000,09,Burgos,Quintanar de la Sierra,1596,-3.04147747,41.9799781,1114.0,09289000000_Quintanar de la Sierra.csv,E1,E,1,3297.0,265.3,0.491,1.76,0.61,E,2,0,1
09292000000,09,Burgos,Quintanavides,74,-3.42684601,42.48208933,837.0,09292000000_Quintanavides.csv,E1,E,1,3267.3,136.2,0.487,1.73,0.23,E,1,0,0
09294000000,09,Burgos,Quintanilla de la Mata,117,-3.76868919,41.98834393,884.0,09294000000_Quintanilla de la Mata.csv,E1,E,1,3077.2,229.5,0.585,1.52,0.51,E,2,0,1
09295000000,09,Burgos,Quintanilla del Coco,50,-3.51575433,41.97872081,942.0,09295000000_Quintanilla del Coco.csv,E1,E,1,3344.5,280.7,0.492,1.8,0.66,E,2,0,1
09297000000,09,Burgos,Las Quintanillas,379,-3.8438073,42.37213282,843.0,09297000000_Las Quintanillas.csv,E1,E,1,3035.2,163.1,0.613,1.47,0.31,D,1,-1,0
09298000000,09,Burgos,Quintanilla San García,79,-3.19468373,42.54805482,730.0,09298000000_Quintanilla San García.csv,E1,E,1,2918.9,140.8,0.438,1.45,0.25,D,1,-1,0
09301000000,09,Burgos,Quintanilla Vivar,872,-3.69059682,42.41502564,849.0,09301000000_Quintanilla Vivar.csv,E1,E,1,3192.4,160.9,0.549,1.64,0.31,E,1,0,0
09302000000,09,Burgos,Rabanera del Pinar,98,-3.19658335,41.8927913,1080.0,09302000000_Rabanera del Pinar.csv,E1,E,1,3205.7,239.0,0.535,1.65,0.54,E,2,0,1
09303000000,09,Burgos,Rábanos,82,-3.2694986,42.3191058,1184.0,09303000000_Rábanos.csv,E1,E,1,3472.0,118.5,0.441,1.94,0.18,E,1,0,0
09304000000,09,Burgos,Rabé de las Calzadas,232,-3.83468866,42.3402193,830.0,09304000000_Rabé de las Calzadas.csv,E1,E,1,3062.0,143.0,0.596,1.5,0.25,D,1,-1,0
09306000000,09,Burgos,Rebolledo de la Torre,95,-4.22692744,42.68930436,958.0,09306000000_Rebolledo de la Torre.csv,E1,E,1,3211.3,98.0,0.555,1.65,0.12,E,1,0,0
09307000000,09,Burgos,Redecilla del Camino,104,-3.0651364,42.43828238,740.0,09307000000_Redecilla del Camino.csv,E1,E,1,3058.3,141.5,0.524,1.53,0.25,E,1,0,0
09308000000,09,Burgos,Redecilla del Campo,63,-3.11382062,42.46616358,750.0,09308000000_Redecilla del Campo.csv,E1,E,1,3271.8,140.6,0.486,1.74,0.25,E,1,0,0
09309000000,09,Burgos,Regumiel de la Sierra,336,-2.98501625,41.95798975,1113.0,09309000000_Regumiel de la Sierra.csv,E1,E,1,3298.3,193.3,0.555,1.73,0.4,E,1,0,0
09310000000,09,Burgos,Reinoso,15,-3.3841814,42.50883459,879.0,09310000000_Reinoso.csv,E1,E,1,3214.5,164.2,0.456,1.7,0.32,E,1,0,0
09311000000,09,Burgos,Retuerta,66,-3.50535691,42.03010574,900.0,09311000000_Retuerta.csv,E1,E,1,3074.9,291.6,0.576,1.52,0.69,E,2,0,1
09312000000,09,Burgos,La Revilla y Ahedo,102,-3.33040762,42.01362858,944.0,09312000000_La Revilla y Ahedo.csv,E1,E,1,3351.3,228.6,0.536,1.79,0.51,E,2,0,1
09314000000,09,Burgos,Revilla del Campo,106,-3.53617837,42.21167258,950.0,09314000000_Revilla del Campo.csv,E1,E,1,3476.5,201.5,0.521,1.91,0.43,E,1,0,0
09315000000,09,Burgos,Revillarruz,564,-3.65329276,42.23155588,904.0,09315000000_Revillarruz.csv,E1,E,1,3309.5,158.9,0.509,1.76,0.3,E,1,0,0
09316000000,09,Burgos,Revilla Vallejera,101,-4.1340988,42.14675901,790.0,09316000000_Revilla Vallejera.csv,E1,E,1,3041.6,214.2,0.598,1.48,0.46,D,1,-1,0
09317000000,09,Burgos,Rezmondo,21,-4.23813188,42.51560001,831.0,09317000000_Rezmondo.csv,E1,E,1,3099.6,257.0,0.57,1.54,0.59,E,2,0,1
09318000000,09,Burgos,Riocavado de la Sierra,57,-3.19799169,42.1539859,1143.0,09318000000_Riocavado de la Sierra.csv,E1,E,1,3305.5,167.6,0.453,1.78,0.33,E,1,0,0
09321000000,09,Burgos,Roa,2196,-3.92785528,41.69719694,811.0,09321000000_Roa.csv,E1,E,1,3173.8,258.9,0.621,1.58,0.6,E,2,0,1
09323000000,09,Burgos,Rojas,64,-3.44242279,42.57760048,723.0,09323000000_Rojas.csv,E1,E,1,3099.2,160.2,0.499,1.58,0.3,E,1,0,0
09325000000,09,Burgos,Royuela de Río Franco,177,-3.95802801,41.99782938,843.0,09325000000_Royuela de Río Franco.csv,E1,E,1,2965.5,298.0,0.64,1.39,0.71,D,2,-1,1
09326000000,09,Burgos,Rubena,193,-3.57433131,42.3883872,909.0,09326000000_Rubena.csv,E1,E,1,3238.3,194.1,0.527,1.69,0.4,E,1,0,0
09327000000,09,Burgos,Rublacedo de Abajo,29,-3.50255984,42.55491018,801.0,09327000000_Rublacedo de Abajo.csv,E1,E,1,3113.0,113.9,0.467,1.6,0.17,E,1,0,0
09328000000,09,Burgos,Rucandio,64,-3.54201734,42.75087345,802.0,09328000000_Rucandio.csv,E1,E,1,3254.7,140.5,0.44,1.74,0.25,E,1,0,0
09329000000,09,Burgos,Salas de Bureba,135,-3.47375283,42.69218959,636.0,09329000000_Salas de Bureba.csv,E1,E,1,3098.7,143.8,0.502,1.58,0.26,E,1,0,0
09330000000,09,Burgos,Salas de los Infantes,1980,-3.2821369,42.0223136,964.0,09330000000_Salas de los Infantes.csv,E1,E,1,3267.0,173.6,0.584,1.69,0.34,E,1,0,0
09332000000,09,Burgos,Saldaña de Burgos,189,-3.68326341,42.25749963,865.0,09332000000_Saldaña de Burgos.csv,E1,E,1,3146.5,218.1,0.563,1.59,0.48,E,1,0,0
09334000000,09,Burgos,Salinillas de Bureba,51,-3.38848274,42.55289487,897.0,09334000000_Salinillas de Bureba.csv,E1,E,1,3044.2,125.3,0.455,1.55,0.2,E,1,0,0
09335000000,09,Burgos,San Adrián de Juarros,94,-3.4760699,42.27385533,1041.0,09335000000_San Adrián de Juarros.csv,E1,E,1,3406.9,223.7,0.429,1.89,0.49,E,1,0,0
09337000000,09,Burgos,San Juan del Monte,156,-3.52130631,41.68440008,840.0,09337000000_San Juan del Monte.csv,E1,E,1,2869.3,318.6,0.68,1.29,0.77,D,2,-1,1
09338000000,09,Burgos,San Mamés de Burgos,318,-3.7950675,42.33752876,840.0,09338000000_San Mamés de Burgos.csv,E1,E,1,3066.6,181.4,0.612,1.49,0.37,D,1,-1,0
09339000000,09,Burgos,San Martín de Rubiales,151,-3.99313911,41.6426114,810.0,09339000000_San Martín de Rubiales.csv,E1,E,1,2811.4,355.3,0.635,1.27,0.88,D,3,-1,2
09340000000,09,Burgos,San Millán de Lara,69,-3.34495483,42.1356262,1076.0,09340000000_San Millán de Lara.csv,E1,E,1,3206.2,181.1,0.559,1.64,0.37,E,1,0,0
09343000000,09,Burgos,Santa Cecilia,100,-3.80432263,42.05227254,845.0,09343000000_Santa Cecilia.csv,E1,E,1,2955.2,222.3,0.624,1.39,0.49,D,1,-1,0
09345000000,09,Burgos,Santa Cruz de la Salceda,132,-3.59493126,41.59486606,876.0,09345000000_Santa Cruz de la Salceda.csv,E1,E,1,3024.4,232.9,0.689,1.42,0.52,D,2,-1,1
09346000000,09,Burgos,Santa Cruz del Valle Urbión,101,-3.22272636,42.3047959,961.0,09346000000_Santa Cruz del Valle Urbión.csv,E1,E,1,3282.1,119.5,0.421,1.78,0.18,E,1,0,0
09347000000,09,Burgos,Santa Gadea del Cid,152,-3.05820148,42.71513476,509.0,09347000000_Santa Gadea del Cid.csv,D1,D,1,2896.5,64.4,0.521,1.39,0.02,D,1,0,0
09348000000,09,Burgos,Santa Inés,147,-3.70298387,42.04032714,861.0,09348000000_Santa Inés.csv,E1,E,1,3032.0,283.4,0.673,1.43,0.67,D,2,-1,1
09350000000,09,Burgos,Santa María del Campo,518,-3.97592713,42.1315507,829.0,09350000000_Santa María del Campo.csv,E1,E,1,3004.1,274.6,0.693,1.4,0.64,D,2,-1,1
09351000000,09,Burgos,Santa María del Invierno,66,-3.43843869,42.44331995,852.0,09351000000_Santa María del Invierno.csv,E1,E,1,3094.9,156.0,0.476,1.58,0.29,E,1,0,0
09352000000,09,Burgos,Santa María del Mercadillo,104,-3.55995827,41.86002804,964.0,09352000000_Santa María del Mercadillo.csv,E1,E,1,2920.9,203.8,0.618,1.37,0.43,D,1,-1,0
09353000000,09,Burgos,Santa María Rivarredonda,95,-3.18000885,42.6425946,691.0,09353000000_Santa María Rivarredonda.csv,E1,E,1,2894.0,198.0,0.565,1.37,0.42,D,1,-1,0
09354000000,09,Burgos,Santa Olalla de Bureba,35,-3.44110716,42.47708212,851.0,09354000000_Santa Olalla de Bureba.csv,E1,E,1,3267.3,136.2,0.494,1.73,0.23,E,1,0,0
09355000000,09,Burgos,Santibáñez de Esgueva,85,-3.75853745,41.83439424,917.0,09355000000_Santibáñez de Esgueva.csv,E1,E,1,2742.7,285.5,0.624,1.21,0.67,D,2,-1,1
09356000000,09,Burgos,Santibáñez del Val,54,-3.48107051,41.9732867,939.0,09356000000_Santibáñez del Val.csv,E1,E,1,3196.2,245.5,0.529,1.65,0.56,E,2,0,1
09358000000,09,Burgos,Santo Domingo de Silos,262,-3.41763687,41.96290621,1015.0,09358000000_Santo Domingo de Silos.csv,E1,E,1,3200.0,245.5,0.555,1.64,0.56,E,2,0,1
09360000000,09,Burgos,San Vicente del Valle,27,-3.16184073,42.33686925,958.0,09360000000_San Vicente del Valle.csv,E1,E,1,3508.7,79.4,0.369,2.01,0.07,E,1,0,0
09361000000,09,Burgos,Sargentes de la Lora,115,-3.87403505,42.76908628,1011.0,09361000000_Sargentes de la Lora.csv,E1,E,1,3176.5,150.6,0.529,1.63,0.28,E,1,0,0
09362000000,09,Burgos,Sarracín,257,-3.69479502,42.2587814,856.0,09362000000_Sarracín.csv,E1,E,1,3146.5,218.1,0.546,1.6,0.48,E,1,0,0
09363000000,09,Burgos,Sasamón,963,-4.04417354,42.4182425,828.0,09363000000_Sasamón.csv,E1,E,1,3075.6,129.3,0.588,1.51,0.21,D,1,-1,0
09365000000,09,Burgos,La Sequera de Haza,25,-3.8171211,41.56293018,872.0,09365000000_La Sequera de Haza.csv,E1,E,1,3020.8,240.8,0.702,1.41,0.54,D,2,-1,1
09366000000,09,Burgos,Solarana,73,-3.65805016,41.97115085,906.0,09366000000_Solarana.csv,E1,E,1,3146.6,192.7,0.652,1.54,0.4,E,1,0,0
09368000000,09,Burgos,Sordillos,28,-4.10755126,42.4626766,821.0,09368000000_Sordillos.csv,E1,E,1,3082.7,208.7,0.623,1.5,0.45,D,1,-1,0
09369000000,09,Burgos,Sotillo de la Ribera,469,-3.82494374,41.77696952,842.0,09369000000_Sotillo de la Ribera.csv,E1,E,1,2779.2,276.8,0.68,1.22,0.65,D,2,-1,1
09372000000,09,Burgos,Sotragero,289,-3.71346913,42.40951821,846.0,09372000000_Sotragero.csv,E1,E,1,3084.8,144.5,0.586,1.52,0.26,E,1,0,0
09373000000,09,Burgos,Sotresgudo,445,-4.17815288,42.57904647,868.0,09373000000_Sotresgudo.csv,E1,E,1,3094.1,168.3,0.627,1.51,0.33,D,1,-1,0
09374000000,09,Burgos,Susinos del Páramo,113,-3.9267478,42.47103463,895.0,09374000000_Susinos del Páramo.csv,E1,E,1,3136.1,221.6,0.584,1.57,0.49,E,1,0,0
09375000000,09,Burgos,Tamarón,41,-3.99083828,42.27281921,820.0,09375000000_Tamarón.csv,E1,E,1,2967.9,161.0,0.593,1.42,0.31,D,1,-1,0
09377000000,09,Burgos,Tardajos,800,-3.81947349,42.34924493,827.0,09377000000_Tardajos.csv,E1,E,1,3062.0,143.0,0.595,1.5,0.25,D,1,-1,0
09378000000,09,Burgos,Tejada,34,-3.53641705,41.95250649,1087.0,09378000000_Tejada.csv,E1,E,1,3344.5,280.7,0.515,1.79,0.66,E,2,0,1
09380000000,09,Burgos,Terradillos de Esgueva,73,-3.84390267,41.81889414,870.0,09380000000_Terradillos de Esgueva.csv,E1,E,1,3143.7,230.5,0.613,1.56,0.51,E,2,0,1
09381000000,09,Burgos,Tinieblas de la Sierra,28,-3.36271552,42.17339842,1130.0,09381000000_Tinieblas de la Sierra.csv,E1,E,1,3322.3,128.6,0.441,1.8,0.21,E,1,0,0
09382000000,09,Burgos,Tobar,22,-3.93941037,42.48398998,878.0,09382000000_Tobar.csv,E1,E,1,3136.1,221.6,0.564,1.58,0.49,E,1,0,0
09384000000,09,Burgos,Tordómar,329,-3.86705699,42.04461135,812.0,09384000000_Tordómar.csv,E1,E,1,3130.4,227.2,0.63,1.54,0.5,E,1,0,0
09386000000,09,Burgos,Torrecilla del Monte,73,-3.6942188,42.09532033,948.0,09386000000_Torrecilla del Monte.csv,E1,E,1,2956.8,279.2,0.628,1.39,0.65,D,2,-1,1
09387000000,09,Burgos,Torregalindo,120,-3.75334124,41.58248587,834.0,09387000000_Torregalindo.csv,E1,E,1,3365.4,211.4,0.693,1.72,0.46,E,1,0,0
09388000000,09,Burgos,Torrelara,33,-3.51642349,42.1660558,990.0,09388000000_Torrelara.csv,E1,E,1,3219.3,232.9,0.477,1.69,0.52,E,2,0,1
09389000000,09,Burgos,Torrepadre,76,-3.93712288,42.04361135,803.0,09389000000_Torrepadre.csv,E1,E,1,2966.1,286.4,0.616,1.41,0.68,D,2,-1,1
09390000000,09,Burgos,Torresandino,591,-3.90963642,41.82944454,858.0,09390000000_Torresandino.csv,E1,E,1,2853.6,247.9,0.672,1.28,0.56,D,2,-1,1
09391000000,09,Burgos,Tórtoles de Esgueva,397,-4.02159586,41.81659797,851.0,09391000000_Tórtoles de Esgueva.csv,E1,E,1,2769.1,232.3,0.672,1.21,0.52,D,2,-1,1
09392000000,09,Burgos,Tosantos,56,-3.24316598,42.41422404,818.0,09392000000_Tosantos.csv,E1,E,1,3259.1,102.9,0.456,1.74,0.14,E,1,0,0
09394000000,09,Burgos,Trespaderne,757,-3.39081209,42.80169381,555.0,09394000000_Trespaderne.csv,D1,D,1,2902.4,127.8,0.474,1.42,0.21,D,1,0,0
09395000000,09,Burgos,Tubilla del Agua,142,-3.80236539,42.70891242,774.0,09395000000_Tubilla del Agua.csv,E1,E,1,3380.3,116.4,0.413,1.87,0.18,E,1,0,0
09396000000,09,Burgos,Tubilla del Lago,167,-3.58669833,41.80111529,900.0,09396000000_Tubilla del Lago.csv,E1,E,1,2825.5,331.2,0.613,1.29,0.81,D,2,-1,1
09398000000,09,Burgos,Úrbel del Castillo,68,-3.84480751,42.61936147,943.0,09398000000_Úrbel del Castillo.csv,E1,E,1,3215.3,150.8,0.434,1.71,0.28,E,1,0,0
09400000000,09,Burgos,Vadocondes,355,-3.57246886,41.63964519,813.0,09400000000_Vadocondes.csv,E1,E,1,2902.8,296.2,0.688,1.32,0.7,D,2,-1,1
09403000000,09,Burgos,Valdeande,99,-3.52879359,41.83274855,945.0,09403000000_Valdeande.csv,E1,E,1,2897.5,264.4,0.586,1.36,0.61,D,2,-1,1
09405000000,09,Burgos,Valdezate,124,-3.93102396,41.6025538,825.0,09405000000_Valdezate.csv,E1,E,1,2876.1,372.3,0.669,1.3,0.93,D,3,-1,2
09406000000,09,Burgos,Valdorros,342,-3.70898718,42.17268518,898.0,09406000000_Valdorros.csv,E1,E,1,3079.5,214.2,0.615,1.5,0.46,D,1,-1,0
09407000000,09,Burgos,Valmala,24,-3.25487988,42.30517953,990.0,09407000000_Valmala.csv,E1,E,1,3472.0,118.5,0.36,1.98,0.18,E,1,0,0
09408000000,09,Burgos,Vallarta de Bureba,45,-3.20361904,42.58807039,704.0,09408000000_Vallarta de Bureba.csv,E1,E,1,3168.9,109.2,0.496,1.64,0.15,E,1,0,0
09409000000,09,Burgos,Valle de Manzanedo,132,-3.6909109,42.89911255,619.0,09409000000_Valle de Manzanedo.csv,E1,E,1,3203.0,108.6,0.456,1.69,0.15,E,1,0,0
09410000000,09,Burgos,Valle de Mena,3987,-3.28210215,43.10120829,311.0,09410000000_Valle de Mena.csv,D1,D,1,2684.0,68.8,0.456,1.25,0.03,D,1,0,0
09411000000,09,Burgos,Valle de Oca,169,-3.31984862,42.43650656,860.0,09411000000_Valle de Oca.csv,E1,E,1,3151.6,142.5,0.497,1.62,0.25,E,1,0,0
09412000000,09,Burgos,Valle de Tobalina,901,-3.27153208,42.79190737,549.0,09412000000_Valle de Tobalina.csv,D1,D,1,3268.0,160.6,0.456,1.75,0.31,E,1,1,0
09413000000,09,Burgos,Valle de Valdebezana,456,-3.78736247,42.97075766,834.0,09413000000_Valle de Valdebezana.csv,E1,E,1,3331.8,122.1,0.458,1.81,0.19,E,1,0,0
09414000000,09,Burgos,Valle de Valdelaguna,194,-3.14706703,42.11533459,1168.0,09414000000_Valle de Valdelaguna.csv,E1,E,1,3325.0,147.2,0.498,1.78,0.27,E,1,0,0
09415000000,09,Burgos,Valle de Valdelucio,339,-4.12062831,42.71786101,940.0,09415000000_Valle de Valdelucio.csv,E1,E,1,3262.9,138.9,0.492,1.73,0.24,E,1,0,0
09416000000,09,Burgos,Valle de Zamanzas,50,-3.75400319,42.84963647,673.0,09416000000_Valle de Zamanzas.csv,E1,E,1,3111.4,118.1,0.418,1.63,0.18,E,1,0,0
09417000000,09,Burgos,Vallejera,40,-4.15290348,42.18259655,817.0,09417000000_Vallejera.csv,E1,E,1,2929.4,202.6,0.647,1.36,0.43,D,1,-1,0
09418000000,09,Burgos,Valles de Palenzuela,81,-4.07858244,42.12027518,807.0,09418000000_Valles de Palenzuela.csv,E1,E,1,2958.9,290.1,0.635,1.39,0.69,D,2,-1,1
09419000000,09,Burgos,Valluércanes,67,-3.12193195,42.57242529,717.0,09419000000_Valluércanes.csv,E1,E,1,3004.7,161.1,0.461,1.51,0.31,D,1,-1,0
09421000000,09,Burgos,La Vid y Barrios,276,-3.458571377,41.62278104,852.0,09421000000_La Vid y Barrios.csv,E1,E,1,3222.5,252.6,0.626,1.62,0.58,E,2,0,1
09422000000,09,Burgos,La Vid de Bureba,19,-3.31159714,42.63145246,700.0,09422000000_La Vid de Bureba.csv,E1,E,1,3007.0,197.7,0.522,1.49,0.42,D,1,-1,0
09423000000,09,Burgos,Vileña,26,-3.32216937,42.62159806,667.0,09423000000_Vileña.csv,E1,E,1,3007.0,197.7,0.512,1.49,0.42,D,1,-1,0
09424000000,09,Burgos,Viloria de Rioja,38,-3.10098382,42.42564837,798.0,09424000000_Viloria de Rioja.csv,E1,E,1,3061.0,85.7,0.516,1.54,0.08,E,1,0,0
09425000000,09,Burgos,Vilviestre del Pinar,532,-3.08467721,41.95147427,1105.0,09425000000_Vilviestre del Pinar.csv,E1,E,1,3243.1,236.7,0.533,1.69,0.53,E,2,0,1
09427000000,09,Burgos,Villadiego,1484,-4.00988381,42.51581158,838.0,09427000000_Villadiego.csv,E1,E,1,3245.5,124.9,0.574,1.67,0.2,E,1,0,0
09428000000,09,Burgos,Villaescusa de Roa,97,-4.01740402,41.7272436,899.0,09428000000_Villaescusa de Roa.csv,E1,E,1,3210.9,262.2,0.619,1.62,0.6,E,2,0,1
09429000000,09,Burgos,Villaescusa la Sombría,57,-3.41939997,42.41457182,909.0,09429000000_Villaescusa la Sombría.csv,E1,E,1,3094.9,156.0,0.478,1.58,0.29,E,1,0,0
09430000000,09,Burgos,Villaespasa,27,-3.40582288,42.09805027,966.0,09430000000_Villaespasa.csv,E1,E,1,3483.6,234.1,0.531,1.91,0.52,E,2,0,1
09431000000,09,Burgos,Villafranca Montes de Oca,115,-3.3092779,42.38835301,951.0,09431000000_Villafranca Montes de Oca.csv,E1,E,1,3379.0,156.3,0.481,1.84,0.29,E,1,0,0
09432000000,09,Burgos,Villafruela,168,-3.91258678,41.91857025,901.0,09432000000_Villafruela.csv,E1,E,1,3043.1,299.0,0.658,1.45,0.71,D,2,-1,1
09433000000,09,Burgos,Villagalijo,58,-3.19252712,42.34853015,897.0,09433000000_Villagalijo.csv,E1,E,1,3508.7,79.4,0.391,2.0,0.07,E,1,0,0
