COD_INE,COD_PROV,PROVINCIA,NOMBRE_ACTUAL,POBLACION_MUNI,LONGITUD_ETRS89,LATITUD_ETRS89,ALTITUD,ARCHIVO_TMY,ZC_CTE_2019,ZCI_CTE_2019,ZCV_CTE_2019,GD_I,GD_V,n_N,SCI,SCV,ZCI_TMY,ZCV_TMY,ZCI_DIFF,ZCV_DIFF
26057000000,26,La Rioja,Daroca de Rioja,62,-2.58204055,42.37107034,726.0,26057000000_Daroca de Rioja.csv,E1,E,1,3248.2,131.2,0.485,1.72,0.22,E,1,0,0
26058000000,26,La Rioja,Enciso,174,-2.27015905,42.14939658,814.0,26058000000_Enciso.csv,E1,E,1,3707.4,180.7,0.47,2.16,0.37,E,1,0,0
26059000000,26,La Rioja,Entrena,1613,-2.53138434,42.38866106,561.0,26059000000_Entrena.csv,D2,D,2,3194.9,140.7,0.52,1.65,0.25,E,1,1,-1
26060000000,26,La Rioja,Estollo,84,-2.85031358,42.32913796,749.0,26060000000_Estollo.csv,E1,E,1,3322.8,133.0,0.468,1.79,0.22,E,1,0,0
26061000000,26,La Rioja,Ezcaray,2076,-3.014411,42.32594879,814.0,26061000000_Ezcaray.csv,E1,E,1,3590.7,102.2,0.367,2.09,0.13,E,1,0,0
26062000000,26,La Rioja,Foncea,98,-3.03861488,42.61544052,699.0,26062000000_Foncea.csv,D2,D,2,2858.3,145.7,0.546,1.35,0.26,D,1,0,-1
26063000000,26,La Rioja,Fonzaleche,146,-3.0120285,42.58126898,559.0,26063000000_Fonzaleche.csv,D2,D,2,2812.3,137.9,0.553,1.31,0.24,D,1,0,-1
26064000000,26,La Rioja,Fuenmayor,3191,-2.56205791,42.46726911,433.0,26064000000_Fuenmayor.csv,D2,D,2,3081.1,234.0,0.558,1.53,0.52,E,2,1,0
26065000000,26,La Rioja,Galbárruli,78,-2.96136839,42.62156359,646.0,26065000000_Galbárruli.csv,D2,D,2,2785.4,149.6,0.564,1.28,0.27,D,1,0,-1
26066000000,26,La Rioja,Galilea,385,-2.23751153,42.34785983,563.0,26066000000_Galilea.csv,D2,D,2,3076.7,119.0,0.598,1.51,0.18,D,1,0,-1
26067000000,26,La Rioja,Gallinero de Cameros,19,-2.61810189,42.1726552,1060.0,26067000000_Gallinero de Cameros.csv,E1,E,1,3364.5,128.2,0.492,1.82,0.21,E,1,0,0
26068000000,26,La Rioja,Gimileo,113,-2.82164547,42.55028335,482.0,26068000000_Gimileo.csv,D2,D,2,2839.5,193.3,0.583,1.31,0.4,D,1,0,-1
26069000000,26,La Rioja,Grañón,249,-3.02805817,42.45027506,725.0,26069000000_Grañón.csv,E1,E,1,2969.4,127.3,0.563,1.43,0.21,D,1,-1,0
26070000000,26,La Rioja,Grávalos,182,-2.00138992,42.10859664,767.0,26070000000_Grávalos.csv,E1,E,1,2777.3,178.4,0.654,1.23,0.36,D,1,-1,0
26071000000,26,La Rioja,Haro,11633,-2.84581519,42.57805688,478.0,26071000000_Haro.csv,D2,D,2,2839.5,193.3,0.587,1.31,0.4,D,1,0,-1
26072000000,26,La Rioja,Herce,332,-2.16557855,42.21451808,605.0,26072000000_Herce.csv,D2,D,2,3233.6,191.8,0.573,1.66,0.4,E,1,1,-1
26073000000,26,La Rioja,Herramélluri,102,-3.01992619,42.50237624,570.0,26073000000_Herramélluri.csv,D2,D,2,2682.2,137.9,0.569,1.19,0.24,D,1,0,-1
26074000000,26,La Rioja,Hervías,117,-2.88760457,42.4479254,641.0,26074000000_Hervías.csv,D2,D,2,3150.4,103.7,0.6,1.57,0.14,E,1,1,-1
26075000000,26,La Rioja,Hormilla,429,-2.77454946,42.4377609,516.0,26075000000_Hormilla.csv,D2,D,2,2937.5,149.5,0.57,1.4,0.27,D,1,0,-1
26076000000,26,La Rioja,Hormilleja,141,-2.73112829,42.45554357,494.0,26076000000_Hormilleja.csv,D2,D,2,2965.8,132.0,0.596,1.41,0.22,D,1,0,-1
26077000000,26,La Rioja,Hornillos de Cameros,22,-2.41907109,42.21054577,1158.0,26077000000_Hornillos de Cameros.csv,E1,E,1,3498.2,142.3,0.505,1.94,0.25,E,1,0,0
26078000000,26,La Rioja,Hornos de Moncalvillo,96,-2.58518565,42.39139029,681.0,26078000000_Hornos de Moncalvillo.csv,D2,D,2,3248.2,131.2,0.554,1.68,0.22,E,1,1,-1
26079000000,26,La Rioja,Huércanos,866,-2.69422624,42.42879317,512.0,26079000000_Huércanos.csv,D2,D,2,2996.8,199.9,0.529,1.47,0.42,D,1,0,-1
26080000000,26,La Rioja,Igea,631,-2.01070117,42.06990495,593.0,26080000000_Igea.csv,D2,D,2,3125.6,200.2,0.599,1.55,0.42,E,1,1,-1
26081000000,26,La Rioja,Jalón de Cameros,19,-2.48963775,42.21822201,882.0,26081000000_Jalón de Cameros.csv,E1,E,1,3344.1,141.9,0.495,1.8,0.25,E,1,0,0
26082000000,26,La Rioja,Laguna de Cameros,110,-2.54289096,42.17593717,1056.0,26082000000_Laguna de Cameros.csv,E1,E,1,3605.5,126.3,0.438,2.07,0.2,E,1,0,0
26083000000,26,La Rioja,Lagunilla del Jubera,333,-2.32192017,42.33398145,643.0,26083000000_Lagunilla del Jubera.csv,D2,D,2,3327.3,144.4,0.492,1.78,0.26,E,1,1,-1
26084000000,26,La Rioja,Lardero,11042,-2.46253648,42.42703917,438.0,26084000000_Lardero.csv,D2,D,2,2886.2,171.0,0.585,1.35,0.34,D,1,0,-1
26086000000,26,La Rioja,Ledesma de la Cogolla,18,-2.71975537,42.319976,746.0,26086000000_Ledesma de la Cogolla.csv,E1,E,1,3241.1,138.5,0.473,1.72,0.24,E,1,0,0
26087000000,26,La Rioja,Leiva,237,-3.04719009,42.50367443,587.0,26087000000_Leiva.csv,D2,D,2,2682.2,137.9,0.568,1.19,0.24,D,1,0,-1
26088000000,26,La Rioja,Leza de Río Leza,42,-2.40584109,42.32922423,571.0,26088000000_Leza de Río Leza.csv,D2,D,2,3102.4,136.3,0.41,1.62,0.23,E,1,1,-1
26089000000,26,La Rioja,Logroño,150808,-2.44565538,42.46644945,384.0,26089000000_Logroño.csv,D2,D,2,2800.1,125.5,0.632,1.26,0.2,D,1,0,-1
26091000000,26,La Rioja,Lumbreras de Cameros,150,-2.62274621,42.10444696,1184.0,26091000000_Lumbreras de Cameros.csv,E1,E,1,3707.0,141.2,0.455,2.16,0.25,E,1,0,0
26092000000,26,La Rioja,Manjarrés,117,-2.67557325,42.39213255,629.0,26092000000_Manjarrés.csv,D2,D,2,3263.9,117.3,0.543,1.7,0.18,E,1,1,-1
26093000000,26,La Rioja,Mansilla de la Sierra,54,-2.94441661,42.15324171,947.0,26093000000_Mansilla de la Sierra.csv,E1,E,1,3720.2,108.9,0.465,2.17,0.15,E,1,0,0
26094000000,26,La Rioja,Manzanares de Rioja,60,-2.89498957,42.39529242,806.0,26094000000_Manzanares de Rioja.csv,E1,E,1,3173.2,86.6,0.557,1.61,0.09,E,1,0,0
26095000000,26,La Rioja,Matute,97,-2.79506671,42.29852131,682.0,26095000000_Matute.csv,D2,D,2,3281.2,122.3,0.463,1.76,0.19,E,1,1,-1
26096000000,26,La Rioja,Medrano,341,-2.55402689,42.38222214,600.0,26096000000_Medrano.csv,D2,D,2,3248.2,131.2,0.585,1.67,0.22,E,1,1,-1
26098000000,26,La Rioja,Munilla,108,-2.29526213,42.188461,790.0,26098000000_Munilla.csv,E1,E,1,3586.2,200.1,0.417,2.06,0.42,E,1,0,0
26099000000,26,La Rioja,Murillo de Río Leza,1617,-2.32507774,42.40181532,411.0,26099000000_Murillo de Río Leza.csv,D2,D,2,2853.0,215.0,0.616,1.31,0.47,D,1,0,-1
26100000000,26,La Rioja,Muro de Aguas,67,-2.11219653,42.13342059,893.0,26100000000_Muro de Aguas.csv,E1,E,1,3230.7,173.7,0.582,1.65,0.34,E,1,0,0
26101000000,26,La Rioja,Muro en Cameros,35,-2.52993363,42.22505911,1111.0,26101000000_Muro en Cameros.csv,E1,E,1,3384.6,138.6,0.555,1.81,0.24,E,1,0,0
26102000000,26,La Rioja,Nájera,8060,-2.73573434,42.41601826,491.0,26102000000_Nájera.csv,D2,D,2,2918.9,98.0,0.466,1.44,0.12,D,1,0,-1
26103000000,26,La Rioja,Nalda,1127,-2.48760349,42.33457253,630.0,26103000000_Nalda.csv,D2,D,2,3393.6,113.4,0.495,1.84,0.17,E,1,1,-1
26104000000,26,La Rioja,Navajún,10,-2.09874722,41.96408418,930.0,26104000000_Navajún.csv,E1,E,1,3178.9,231.1,0.599,1.6,0.51,E,2,0,1
26105000000,26,La Rioja,Navarrete,2996,-2.56153157,42.42953238,519.0,26105000000_Navarrete.csv,D2,D,2,3015.9,195.3,0.584,1.46,0.41,D,1,0,-1
26106000000,26,La Rioja,Nestares,86,-2.61993696,42.27015415,866.0,26106000000_Nestares.csv,E1,E,1,3378.8,114.4,0.506,1.83,0.17,E,1,0,0
26107000000,26,La Rioja,Nieva de Cameros,89,-2.66665054,42.2189643,1017.0,26107000000_Nieva de Cameros.csv,E1,E,1,3421.5,104.1,0.508,1.86,0.14,E,1,0,0
26108000000,26,La Rioja,Ocón,332,-2.24330533,42.29909451,898.0,26108000000_Ocón.csv,E1,E,1,3305.8,177.8,0.589,1.72,0.36,E,1,0,0
26109000000,26,La Rioja,Ochánduri,79,-3.0043485,42.52520778,551.0,26109000000_Ochánduri.csv,D2,D,2,2682.2,137.9,0.56,1.2,0.24,D,1,0,-1
26110000000,26,La Rioja,Ojacastro,182,-3.00530987,42.34666356,793.0,26110000000_Ojacastro.csv,E1,E,1,3590.7,102.2,0.362,2.09,0.13,E,1,0,0
26111000000,26,La Rioja,Ollauri,310,-2.83445823,42.541477,507.0,26111000000_Ollauri.csv,D2,D,2,2773.1,183.8,0.559,1.27,0.37,D,1,0,-1
26112000000,26,La Rioja,Ortigosa de Cameros,224,-2.70465368,42.1761987,1047.0,26112000000_Ortigosa de Cameros.csv,E1,E,1,3533.6,100.5,0.389,2.03,0.13,E,1,0,0
26113000000,26,La Rioja,Pazuengos,26,-2.9261868,42.31723446,1161.0,26113000000_Pazuengos.csv,E1,E,1,3415.0,88.8,0.427,1.9,0.09,E,1,0,0
26114000000,26,La Rioja,Pedroso,83,-2.71923203,42.30128704,780.0,26114000000_Pedroso.csv,E1,E,1,3241.1,138.5,0.491,1.71,0.24,E,1,0,0
26115000000,26,La Rioja,Pinillos,20,-2.59674348,42.19937579,1004.0,26115000000_Pinillos.csv,E1,E,1,3521.6,88.2,0.493,1.97,0.09,E,1,0,0
26117000000,26,La Rioja,Pradejón,3928,-2.06906863,42.3345457,361.0,26117000000_Pradejón.csv,D2,D,2,2735.7,234.8,0.609,1.22,0.52,D,2,0,0
26118000000,26,La Rioja,Pradillo,64,-2.64084276,42.17637639,883.0,26118000000_Pradillo.csv,E1,E,1,3364.5,128.2,0.472,1.83,0.21,E,1,0,0
26119000000,26,La Rioja,Préjano,207,-2.17925473,42.18759825,719.0,26119000000_Préjano.csv,E1,E,1,3332.8,146.9,0.563,1.76,0.27,E,1,0,0
26120000000,26,La Rioja,Quel,2074,-2.0478411,42.22900027,492.0,26120000000_Quel.csv,D2,D,2,2826.8,240.9,0.542,1.32,0.54,D,2,0,0
26121000000,26,La Rioja,Rabanera,32,-2.48659826,42.1896585,972.0,26121000000_Rabanera.csv,E1,E,1,3566.5,168.9,0.454,2.03,0.33,E,1,0,0
26122000000,26,La Rioja,El Rasillo de Cameros,136,-2.69766025,42.19536391,1101.0,26122000000_El Rasillo de Cameros.csv,E1,E,1,3628.0,137.1,0.521,2.05,0.24,E,1,0,0
26123000000,26,La Rioja,El Redal,148,-2.20170124,42.33779905,529.0,26123000000_El Redal.csv,D2,D,2,3076.7,119.0,0.598,1.51,0.18,D,1,0,-1
26124000000,26,La Rioja,Ribafrecha,1009,-2.3875043,42.35515509,501.0,26124000000_Ribafrecha.csv,D2,D,2,3308.6,156.2,0.476,1.78,0.29,E,1,1,-1
26125000000,26,La Rioja,Rincón de Soto,3900,-1.85033225,42.23484391,283.0,26125000000_Rincón de Soto.csv,D2,D,2,2480.2,354.7,0.672,0.98,0.87,D,3,0,1
26126000000,26,La Rioja,Robres del Castillo,26,-2.29164064,42.27399759,724.0,26126000000_Robres del Castillo.csv,E1,E,1,3334.0,177.9,0.483,1.8,0.36,E,1,0,0
26127000000,26,La Rioja,Rodezno,212,-2.8447269,42.52600138,545.0,26127000000_Rodezno.csv,D2,D,2,2773.1,183.8,0.558,1.27,0.37,D,1,0,-1
26128000000,26,La Rioja,Sajazarra,129,-2.96108476,42.58887237,519.0,26128000000_Sajazarra.csv,D2,D,2,2966.1,139.4,0.506,1.46,0.24,D,1,0,-1
26129000000,26,La Rioja,San Asensio,1111,-2.74969065,42.49719308,530.0,26129000000_San Asensio.csv,D2,D,2,2965.8,132.0,0.592,1.42,0.22,D,1,0,-1
26130000000,26,La Rioja,San Millán de la Cogolla,224,-2.86476296,42.32645421,729.0,26130000000_San Millán de la Cogolla.csv,E1,E,1,3322.8,133.0,0.44,1.81,0.22,E,1,0,0
26131000000,26,La Rioja,San Millán de Yécora,34,-3.0963062,42.54723292,655.0,26131000000_San Millán de Yécora.csv,D2,D,2,2796.4,151.3,0.513,1.31,0.28,D,1,0,-1
26132000000,26,La Rioja,San Román de Cameros,131,-2.47510422,42.23211602,850.0,26132000000_San Román de Cameros.csv,E1,E,1,3344.1,141.9,0.459,1.82,0.25,E,1,0,0
26134000000,26,La Rioja,Santa Coloma,97,-2.65614797,42.36739938,762.0,26134000000_Santa Coloma.csv,E1,E,1,3263.9,117.3,0.517,1.72,0.18,E,1,0,0
26135000000,26,La Rioja,Santa Engracia del Jubera,174,-2.30546988,42.31549243,655.0,26135000000_Santa Engracia del Jubera.csv,D2,D,2,3327.3,144.4,0.511,1.78,0.26,E,1,1,-1
26136000000,26,La Rioja,Santa Eulalia Bajera,108,-2.19083863,42.20983601,617.0,26136000000_Santa Eulalia Bajera.csv,D2,D,2,3233.6,191.8,0.574,1.66,0.4,E,1,1,-1
26138000000,26,La Rioja,Santo Domingo de la Calzada,6222,-2.95339794,42.44063181,640.0,26138000000_Santo Domingo de la Calzada.csv,D2,D,2,2955.5,101.6,0.62,1.39,0.13,D,1,0,-1
26139000000,26,La Rioja,San Torcuato,68,-2.89028081,42.48183549,602.0,26139000000_San Torcuato.csv,D2,D,2,3015.1,104.6,0.593,1.46,0.14,D,1,0,-1
26140000000,26,La Rioja,Santurde de Rioja,278,-2.98016437,42.38966574,714.0,26140000000_Santurde de Rioja.csv,E1,E,1,3425.7,80.5,0.48,1.88,0.07,E,1,0,0
26141000000,26,La Rioja,Santurdejo,99,-2.95429551,42.37786022,781.0,26141000000_Santurdejo.csv,E1,E,1,3425.7,80.5,0.437,1.9,0.07,E,1,0,0
26142000000,26,La Rioja,San Vicente de la Sonsierra,1015,-2.7582617,42.56223412,497.0,26142000000_San Vicente de la Sonsierra.csv,D2,D,2,2713.3,218.1,0.556,1.22,0.48,D,1,0,-1
26143000000,26,La Rioja,Sojuela,465,-2.54549093,42.36994043,670.0,26143000000_Sojuela.csv,D2,D,2,3194.9,140.7,0.53,1.65,0.25,E,1,1,-1
26144000000,26,La Rioja,Sorzano,230,-2.52820878,42.34235712,722.0,26144000000_Sorzano.csv,E1,E,1,3055.1,136.7,0.571,1.5,0.24,D,1,-1,0
26145000000,26,La Rioja,Sotés,276,-2.60244308,42.40014229,672.0,26145000000_Sotés.csv,D2,D,2,2967.3,151.7,0.51,1.46,0.28,D,1,0,-1
26146000000,26,La Rioja,Soto en Cameros,84,-2.42541404,42.28577956,719.0,26146000000_Soto en Cameros.csv,E1,E,1,3516.1,114.2,0.395,2.01,0.17,E,1,0,0
26147000000,26,La Rioja,Terroba,37,-2.44396966,42.25844737,798.0,26147000000_Terroba.csv,E1,E,1,3516.1,114.2,0.471,1.97,0.17,E,1,0,0
26148000000,26,La Rioja,Tirgo,183,-2.94935944,42.54581957,521.0,26148000000_Tirgo.csv,D2,D,2,2976.4,133.7,0.593,1.43,0.23,D,1,0,-1
26149000000,26,La Rioja,Tobía,49,-2.81569109,42.29828633,688.0,26149000000_Tobía.csv,D2,D,2,3405.1,84.6,0.32,1.94,0.08,E,1,1,-1
26150000000,26,La Rioja,Tormantos,116,-3.07401677,42.49438442,608.0,26150000000_Tormantos.csv,D2,D,2,3078.7,146.1,0.538,1.54,0.26,E,1,1,-1
26151000000,26,La Rioja,Torrecilla en Cameros,454,-2.63033158,42.25523791,740.0,26151000000_Torrecilla en Cameros.csv,E1,E,1,3378.8,114.4,0.46,1.85,0.17,E,1,0,0
26152000000,26,La Rioja,Torrecilla sobre Alesanco,35,-2.83323036,42.40881768,617.0,26152000000_Torrecilla sobre Alesanco.csv,D2,D,2,3087.7,77.4,0.56,1.54,0.06,E,1,1,-1
26153000000,26,La Rioja,Torre en Cameros,10,-2.51890282,42.24149471,1153.0,26153000000_Torre en Cameros.csv,E1,E,1,3384.6,138.6,0.566,1.8,0.24,E,1,0,0
26154000000,26,La Rioja,Torremontalbo,11,-2.68511186,42.50063539,424.0,26154000000_Torremontalbo.csv,D2,D,2,2780.9,179.5,0.516,1.3,0.36,D,1,0,-1
26155000000,26,La Rioja,Treviana,145,-3.05149407,42.55851865,597.0,26155000000_Treviana.csv,D2,D,2,2692.6,137.9,0.539,1.22,0.24,D,1,0,-1
26157000000,26,La Rioja,Tricio,360,-2.71914869,42.40138901,564.0,26157000000_Tricio.csv,D2,D,2,2918.9,98.0,0.568,1.39,0.12,D,1,0,-1
26158000000,26,La Rioja,Tudelilla,334,-2.11780364,42.29989822,545.0,26158000000_Tudelilla.csv,D2,D,2,2935.0,191.8,0.633,1.37,0.4,D,1,0,-1
26160000000,26,La Rioja,Uruñuela,975,-2.70826778,42.44170836,497.0,26160000000_Uruñuela.csv,D2,D,2,2918.9,98.0,0.568,1.39,0.12,D,1,0,-1
26161000000,26,La Rioja,Valdemadera,10,-2.0744415,41.98415532,975.0,26161000000_Valdemadera.csv,E1,E,1,3178.9,231.1,0.586,1.61,0.51,E,2,0,1
26162000000,26,La Rioja,Valgañón,137,-3.0674393,42.31696908,940.0,26162000000_Valgañón.csv,E1,E,1,3492.5,110.7,0.379,1.99,0.16,E,1,0,0
26163000000,26,La Rioja,Ventosa,214,-2.62678139,42.40427692,642.0,26163000000_Ventosa.csv,D2,D,2,2967.3,151.7,0.498,1.46,0.28,D,1,0,-1
26164000000,26,La Rioja,Ventrosa,55,-2.84963313,42.15765858,988.0,26164000000_Ventrosa.csv,E1,E,1,3549.2,82.6,0.409,2.03,0.07,E,1,0,0
26165000000,26,La Rioja,Viguera,397,-2.53355795,42.3085612,698.0,26165000000_Viguera.csv,D2,D,2,3055.1,136.7,0.489,1.54,0.24,E,1,1,-1
26166000000,26,La Rioja,Villalba de Rioja,163,-2.88706672,42.60971597,561.0,26166000000_Villalba de Rioja.csv,D2,D,2,2707.9,169.0,0.592,1.2,0.33,D,1,0,-1
26167000000,26,La Rioja,Villalobar de Rioja,69,-2.96418974,42.49124941,585.0,26167000000_Villalobar de Rioja.csv,D2,D,2,3171.9,139.6,0.522,1.63,0.24,E,1,1,-1
26168000000,26,La Rioja,Villamediana de Iregua,8608,-2.41987358,42.42647078,440.0,26168000000_Villamediana de Iregua.csv,D2,D,2,3106.7,192.7,0.543,1.56,0.4,E,1,1,-1
26169000000,26,La Rioja,Villanueva de Cameros,73,-2.64985154,42.16757809,899.0,26169000000_Villanueva de Cameros.csv,E1,E,1,3364.5,128.2,0.447,1.84,0.21,E,1,0,0
26170000000,26,La Rioja,El Villar de Arnedo,590,-2.09416432,42.31979706,428.0,26170000000_El Villar de Arnedo.csv,D2,D,2,2735.7,234.8,0.607,1.22,0.52,D,2,0,0
26171000000,26,La Rioja,Villar de Torre,163,-2.86673225,42.37058627,765.0,26171000000_Villar de Torre.csv,E1,E,1,3173.2,86.6,0.541,1.62,0.09,E,1,0,0
26172000000,26,La Rioja,Villarejo,34,-2.88761833,42.37286035,835.0,26172000000_Villarejo.csv,E1,E,1,3173.2,86.6,0.518,1.63,0.09,E,1,0,0
26173000000,26,La Rioja,Villarroya,5,-2.06769145,42.1318962,928.0,26173000000_Villarroya.csv,E1,E,1,2802.2,162.4,0.611,1.27,0.31,D,1,-1,0
26174000000,26,La Rioja,Villarta-Quintana,136,-3.04598267,42.43261767,743.0,26174000000_Villarta-Quintana.csv,E1,E,1,2976.1,138.5,0.523,1.46,0.24,D,1,-1,0
26175000000,26,La Rioja,Villavelayo,39,-2.98557518,42.13118906,937.0,26175000000_Villavelayo.csv,E1,E,1,3703.6,125.2,0.405,2.18,0.2,E,1,0,0
26176000000,26,La Rioja,Villaverde de Rioja,59,-2.81344263,42.32007746,811.0,26176000000_Villaverde de Rioja.csv,E1,E,1,3205.0,109.4,0.467,1.69,0.15,E,1,0,0
26177000000,26,La Rioja,Villoslada de Cameros,354,-2.67313296,42.11360843,1064.0,26177000000_Villoslada de Cameros.csv,E1,E,1,3589.8,61.5,0.435,2.06,0.01,E,1,0,0
26178000000,26,La Rioja,Viniegra de Abajo,81,-2.88777249,42.1522989,880.0,26178000000_Viniegra de Abajo.csv,E1,E,1,3497.0,106.5,0.353,2.01,0.15,E,1,0,0
26179000000,26,La Rioja,Viniegra de Arriba,37,-2.83478683,42.09549339,1181.0,26179000000_Viniegra de Arriba.csv,E1,E,1,3613.6,117.7,0.446,2.08,0.18,E,1,0,0
26180000000,26,La Rioja,Zarratón,256,-2.88249052,42.51578005,562.0,26180000000_Zarratón.csv,D2,D,2,2902.5,183.8,0.506,1.4,0.37,D,1,0,-1
26181000000,26,La Rioja,Zarzosa,13,-2.34286122,42.18216942,978.0,26181000000_Zarzosa.csv,E1,E,1,3701.9,168.9,0.518,2.13,0.33,E,1,0,0
26183000000,26,La Rioja,Zorraquín,90,-3.03892723,42.32580814,863.0,26183000000_Zorraquín.csv,E1,E,1,3590.7,102.2,0.398,2.08,0.13,E,1,0,0
27001000000,27,Lugo,Abadín,2297,-7.474995967,43.36358653,512.0,27001000000_Abadín.csv,E1,E,1,2569.1,72.9,0.456,1.16,0.05,D,1,-1,0
27002000000,27,Lugo,Alfoz,1610,-7.418091367,43.52709498,80.0,27002000000_Alfoz.csv,D1,D,1,2560.7,44.7,0.469,1.14,-0.04,D,1,0,0
27003000000,27,Lugo,Antas de Ulla,1935,-7.890354261,42.78264171,555.0,27003000000_Antas de Ulla.csv,E1,E,1,2831.4,108.7,0.502,1.35,0.15,D,1,-1,0
27004000000,27,Lugo,Baleira,1190,-7.245980275,43.01545659,720.0,27004000000_Baleira.csv,E1,E,1,2846.3,95.7,0.503,1.36,0.11,D,1,-1,0
27005000000,27,Lugo,Barreiros,3001,-7.233441183,43.54048059,68.0,27005000000_Barreiros.csv,D1,D,1,2164.0,50.7,0.495,0.83,-0.02,C,1,-1,0
27006000000,27,Lugo,Becerreá,2826,-7.161554483,42.85315143,638.0,27006000000_Becerreá.csv,E1,E,1,2898.8,110.6,0.474,1.42,0.16,D,1,-1,0
27007000000,27,Lugo,Begonte,2976,-7.685861819,43.14996043,399.0,27007000000_Begonte.csv,D1,D,1,2790.3,117.3,0.479,1.32,0.18,D,1,0,0
27008000000,27,Lugo,Bóveda,1407,-7.484944839,42.62359012,356.0,27008000000_Bóveda.csv,D1,D,1,2571.5,184.4,0.515,1.13,0.38,D,1,0,0
27009000000,27,Lugo,Carballedo,2123,-7.813409447,42.53871361,637.0,27009000000_Carballedo.csv,E1,E,1,2770.1,179.8,0.498,1.3,0.36,D,1,-1,0
27010000000,27,Lugo,Castro de Rei,5110,-7.398831947,43.20732709,438.0,27010000000_Castro de Rei.csv,D1,D,1,2557.2,82.4,0.496,1.13,0.07,D,1,0,0
27011000000,27,Lugo,Castroverde,2609,-7.327239492,43.02953224,592.0,27011000000_Castroverde.csv,E1,E,1,2847.0,89.5,0.483,1.37,0.1,D,1,-1,0
27012000000,27,Lugo,Cervantes,1288,-7.063501831,42.87290315,616.0,27012000000_Cervantes.csv,E1,E,1,3046.9,117.6,0.491,1.54,0.18,E,1,0,0
27013000000,27,Lugo,Cervo,4192,-7.411212375,43.67155829,71.0,27013000000_Cervo.csv,D1,D,1,2308.2,51.7,0.451,0.96,-0.02,D,1,0,0
27014000000,27,Lugo,O Corgo,3440,-7.423694444,42.94094444,433.0,27014000000_O Corgo.csv,D1,D,1,2500.8,139.3,0.548,1.06,0.24,D,1,0,0
27015000000,27,Lugo,Cospeito,4374,-7.557226606,43.23641239,416.0,27015000000_Cospeito.csv,D1,D,1,2592.0,94.3,0.491,1.16,0.11,D,1,0,0
27016000000,27,Lugo,Chantada,8134,-7.768863225,42.60746956,481.0,27016000000_Chantada.csv,D1,D,1,2899.8,140.7,0.582,1.37,0.25,D,1,0,0
27017000000,27,Lugo,Folgoso do Courel,989,-7.192789889,42.58765421,611.0,27017000000_Folgoso do Courel.csv,E1,E,1,2851.9,178.0,0.356,1.43,0.36,D,1,-1,0
27018000000,27,Lugo,A Fonsagrada,3328,-7.067361111,43.12638889,949.0,27018000000_A Fonsagrada.csv,E1,E,1,3102.1,110.0,0.46,1.6,0.16,E,1,0,0
27019000000,27,Lugo,Foz,10078,-7.259716642,43.56849893,37.0,27019000000_Foz.csv,D1,D,1,2116.0,32.1,0.496,0.8,-0.08,C,1,-1,0
27020000000,27,Lugo,Friol,3682,-7.791281442,43.02889151,482.0,27020000000_Friol.csv,D1,D,1,2932.5,96.3,0.468,1.45,0.12,D,1,0,0
27021000000,27,Lugo,Xermade,1768,-7.813336881,43.35478495,470.0,27021000000_Xermade.csv,D1,D,1,2742.2,61.7,0.443,1.3,0.01,D,1,0,0
27022000000,27,Lugo,Guitiriz,5455,-7.894119233,43.18089716,454.0,27022000000_Guitiriz.csv,D1,D,1,2828.4,52.0,0.429,1.38,-0.02,D,1,0,0
27023000000,27,Lugo,Guntín,2638,-7.698064872,42.89080404,473.0,27023000000_Guntín.csv,D1,D,1,2712.3,96.2,0.474,1.26,0.12,D,1,0,0
27024000000,27,Lugo,O Incio,1521,-7.363922339,42.65647891,740.0,27024000000_O Incio.csv,E1,E,1,2667.5,196.5,0.484,1.22,0.41,D,1,-1,0
27025000000,27,Lugo,Xove,3360,-7.509222222,43.68622222,61.0,27025000000_Xove.csv,D1,D,1,2472.9,53.2,0.403,1.11,-0.01,D,1,0,0
27026000000,27,Lugo,Láncara,2551,-7.443999875,42.86524581,370.0,27026000000_Láncara.csv,D1,D,1,2946.5,137.3,0.44,1.47,0.24,D,1,0,0
27027000000,27,Lugo,Lourenzá,2129,-7.2987936,43.47091601,57.0,27027000000_Lourenzá.csv,D1,D,1,2508.9,43.8,0.387,1.14,-0.04,D,1,0,0
27028000000,27,Lugo,Lugo,97613,-7.555755439,43.00988951,462.0,27028000000_Lugo.csv,D1,D,1,2598.5,97.6,0.499,1.16,0.12,D,1,0,0
27029000000,27,Lugo,Meira,1731,-7.292075967,43.21280627,486.0,27029000000_Meira.csv,D1,D,1,2646.0,60.2,0.389,1.25,0.01,D,1,0,0
27030000000,27,Lugo,Mondoñedo,3480,-7.363834875,43.42972589,141.0,27030000000_Mondoñedo.csv,D1,D,1,2763.1,58.3,0.366,1.35,0.0,D,1,0,0
27031000000,27,Lugo,Monforte de Lemos,18242,-7.516844378,42.52283979,295.0,27031000000_Monforte de Lemos.csv,D1,D,1,2627.7,255.6,0.467,1.2,0.59,D,2,0,1
27032000000,27,Lugo,Monterroso,3562,-7.836525467,42.79308484,542.0,27032000000_Monterroso.csv,E1,E,1,2965.4,88.2,0.498,1.46,0.09,D,1,-1,0
27033000000,27,Lugo,Muras,611,-7.722895472,43.46720201,482.0,27033000000_Muras.csv,D1,D,1,2715.6,60.7,0.389,1.3,0.01,D,1,0,0
