COD_INE,COD_PROV,PROVINCIA,NOMBRE_ACTUAL,POBLACION_MUNI,LONGITUD_ETRS89,LATITUD_ETRS89,ALTITUD,ARCHIVO_TMY
24054000000,24,León,Cimanes de la Vega,441,-5.59842569,42.11662767,719.0,24054000000_Cimanes de la Vega.csv
24055000000,24,León,Cimanes del Tejar,737,-5.80621428,42.6180036,898.0,24055000000_Cimanes del Tejar.csv
24056000000,24,León,Cistierna,3038,-5.124368,42.80315163,948.0,24056000000_Cistierna.csv
24057000000,24,León,Congosto,1431,-6.51973292,42.61789005,689.0,24057000000_Congosto.csv
24058000000,24,León,Corbillos de los Oteros,193,-5.45908049,42.40652726,792.0,24058000000_Corbillos de los Oteros.csv
24059000000,24,León,Corullón,862,-6.81935487,42.57805937,523.0,24059000000_Corullón.csv
24060000000,24,León,Crémenes,522,-5.14412284,42.9040893,1003.0,24060000000_Crémenes.csv
24061000000,24,León,Cuadros,2057,-5.63896265,42.71094997,900.0,24061000000_Cuadros.csv
24062000000,24,León,Cubillas de los Oteros,133,-5.50751452,42.37170728,777.0,24062000000_Cubillas de los Oteros.csv
24063000000,24,León,Cubillas de Rueda,389,-5.17362349,42.65544376,892.0,24063000000_Cubillas de Rueda.csv
24064000000,24,León,Cubillos del Sil,1796,-6.56494844,42.6246236,578.0,24064000000_Cubillos del Sil.csv
24065000000,24,León,Chozas de Abajo,2596,-5.6871874,42.50667469,879.0,24065000000_Chozas de Abajo.csv
24066000000,24,León,Destriana,441,-6.09423583,42.32593496,877.0,24066000000_Destriana.csv
24067000000,24,León,Encinedo,661,-6.59448364,42.27151828,997.0,24067000000_Encinedo.csv
24068000000,24,León,La Ercina,450,-5.21741441,42.81291316,1102.0,24068000000_La Ercina.csv
24069000000,24,León,Escobar de Campos,33,-4.96705164,42.31291688,818.0,24069000000_Escobar de Campos.csv
24070000000,24,León,Fabero,4346,-6.62808848,42.76309425,676.0,24070000000_Fabero.csv
24071000000,24,León,Folgoso de la Ribera,1034,-6.31942645,42.6430923,774.0,24071000000_Folgoso de la Ribera.csv
24073000000,24,León,Fresno de la Vega,478,-5.53615652,42.34406068,753.0,24073000000_Fresno de la Vega.csv
24074000000,24,León,Fuentes de Carbajal,81,-5.44596586,42.17806773,803.0,24074000000_Fuentes de Carbajal.csv
24076000000,24,León,Garrafe de Torío,1589,-5.52409472,42.7329012,920.0,24076000000_Garrafe de Torío.csv
24077000000,24,León,Gordaliza del Pino,255,-5.15762751,42.34352881,819.0,24077000000_Gordaliza del Pino.csv
24078000000,24,León,Gordoncillo,350,-5.401977,42.13550042,747.0,24078000000_Gordoncillo.csv
24079000000,24,León,Gradefes,925,-5.22617668,42.62381628,851.0,24079000000_Gradefes.csv
24080000000,24,León,Grajal de Campos,205,-5.02068458,42.32053926,799.0,24080000000_Grajal de Campos.csv
24081000000,24,León,Gusendos de los Oteros,127,-5.43001963,42.37769961,798.0,24081000000_Gusendos de los Oteros.csv
24082000000,24,León,Hospital de Órbigo,977,-5.88249275,42.46356454,818.0,24082000000_Hospital de Órbigo.csv
24083000000,24,León,Igüeña,1109,-6.27864605,42.72785623,914.0,24083000000_Igüeña.csv
24084000000,24,León,Izagre,150,-5.25751071,42.22399087,782.0,24084000000_Izagre.csv
24086000000,24,León,Joarilla de las Matas,270,-5.17853054,42.28792885,792.0,24086000000_Joarilla de las Matas.csv
24087000000,24,León,Laguna Dalga,633,-5.75044364,42.3308327,798.0,24087000000_Laguna Dalga.csv
24088000000,24,León,Laguna de Negrillos,1057,-5.66099281,42.23856799,778.0,24088000000_Laguna de Negrillos.csv
24089000000,24,León,León,122051,-5.56707631,42.59912097,837.0,24089000000_León.csv
24090000000,24,León,Lucillo,377,-6.30339887,42.40948497,1216.0,24090000000_Lucillo.csv
24091000000,24,León,Luyego,564,-6.23630547,42.37663781,1071.0,24091000000_Luyego.csv
24092000000,24,León,Llamas de la Ribera,807,-5.82542235,42.63563108,895.0,24092000000_Llamas de la Ribera.csv
24093000000,24,León,Magaz de Cepeda,358,-6.07204004,42.53959971,895.0,24093000000_Magaz de Cepeda.csv
24094000000,24,León,Mansilla de las Mulas,1708,-5.41644441,42.49865875,797.0,24094000000_Mansilla de las Mulas.csv
24095000000,24,León,Mansilla Mayor,326,-5.4439591,42.50834096,790.0,24095000000_Mansilla Mayor.csv
24096000000,24,León,Maraña,113,-5.17580525,43.04891892,1246.0,24096000000_Maraña.csv
24097000000,24,León,Matadeón de los Oteros,229,-5.36936616,42.33772486,856.0,24097000000_Matadeón de los Oteros.csv
24098000000,24,León,Matallana de Torío,1278,-5.52009652,42.86626229,1022.0,24098000000_Matallana de Torío.csv
24099000000,24,León,Matanza,167,-5.3756207,42.23943473,828.0,24099000000_Matanza.csv
24100000000,24,León,Molinaseca,891,-6.51952885,42.53702007,588.0,24100000000_Molinaseca.csv
24101000000,24,León,Murias de Paredes,367,-6.19124405,42.85019833,1254.0,24101000000_Murias de Paredes.csv
24102000000,24,León,Noceda del Bierzo,625,-6.39836909,42.71145948,831.0,24102000000_Noceda del Bierzo.csv
24103000000,24,León,Oencia,273,-6.97061043,42.54679853,848.0,24103000000_Oencia.csv
24104000000,24,León,Las Omañas,261,-5.86965087,42.68243675,934.0,24104000000_Las Omañas.csv
24105000000,24,León,Onzonilla,1857,-5.582380741,42.5247586,806.0,24105000000_Onzonilla.csv
24106000000,24,León,Oseja de Sajambre,231,-5.03846461,43.13564183,740.0,24106000000_Oseja de Sajambre.csv
24107000000,24,León,Pajares de los Oteros,232,-5.47244421,42.32906313,791.0,24107000000_Pajares de los Oteros.csv
24108000000,24,León,Palacios de la Valduerna,373,-5.93841762,42.3277875,794.0,24108000000_Palacios de la Valduerna.csv
24109000000,24,León,Palacios del Sil,912,-6.43387303,42.87538201,864.0,24109000000_Palacios del Sil.csv
24110000000,24,León,Páramo del Sil,1244,-6.4901335,42.82003486,867.0,24110000000_Páramo del Sil.csv
24112000000,24,León,Peranzanes,269,-6.63231095,42.87664271,949.0,24112000000_Peranzanes.csv
24113000000,24,León,Pobladura de Pelayo García,388,-5.68566913,42.30598341,795.0,24113000000_Pobladura de Pelayo García.csv
24114000000,24,León,La Pola de Gordón,3060,-5.66955807,42.8547688,1004.0,24114000000_La Pola de Gordón.csv
24115000000,24,León,Ponferrada,63747,-6.59729457,42.5476828,512.0,24115000000_Ponferrada.csv
24116000000,24,León,Posada de Valdeón,424,-4.91746628,43.15106068,927.0,24116000000_Posada de Valdeón.csv
24117000000,24,León,Pozuelo del Páramo,404,-5.76772389,42.17120183,754.0,24117000000_Pozuelo del Páramo.csv
24118000000,24,León,Prado de la Guzpeña,99,-5.02528446,42.78360531,1046.0,24118000000_Prado de la Guzpeña.csv
24119000000,24,León,Priaranza del Bierzo,754,-6.67180433,42.50905769,512.0,24119000000_Priaranza del Bierzo.csv
24120000000,24,León,Prioro,337,-4.96212701,42.89339609,1120.0,24120000000_Prioro.csv
24121000000,24,León,Puebla de Lillo,672,-5.27370605,43.00694434,1137.0,24121000000_Puebla de Lillo.csv
24122000000,24,León,Puente de Domingo Flórez,1438,-6.81836006,42.41072063,377.0,24122000000_Puente de Domingo Flórez.csv
24123000000,24,León,Quintana del Castillo,718,-6.04595514,42.66130512,1012.0,24123000000_Quintana del Castillo.csv
24124000000,24,León,Quintana del Marco,356,-5.8510072,42.20608299,746.0,24124000000_Quintana del Marco.csv
24125000000,24,León,Quintana y Congosto,411,-6.03768378,42.25613723,815.0,24125000000_Quintana y Congosto.csv
24127000000,24,León,Regueras de Arriba,271,-5.86217474,42.29234559,765.0,24127000000_Regueras de Arriba.csv
24129000000,24,León,Reyero,131,-5.19797509,42.94764181,1148.0,24129000000_Reyero.csv
24130000000,24,León,Riaño,471,-5.01616249,42.97305115,1130.0,24130000000_Riaño.csv
24131000000,24,León,Riego de la Vega,708,-5.98232197,42.38878833,809.0,24131000000_Riego de la Vega.csv
24132000000,24,León,Riello,616,-5.94472577,42.77305324,1040.0,24132000000_Riello.csv
24133000000,24,León,Rioseco de Tapia,386,-5.78939226,42.72989525,953.0,24133000000_Rioseco de Tapia.csv
24134000000,24,León,La Robla,3714,-5.62816206,42.80214837,955.0,24134000000_La Robla.csv
24136000000,24,León,Roperuelos del Páramo,512,-5.78273924,42.23747824,771.0,24136000000_Roperuelos del Páramo.csv
24137000000,24,León,Sabero,1108,-5.14378823,42.83430714,982.0,24137000000_Sabero.csv
24139000000,24,León,Sahagún,2441,-5.03323855,42.37119886,813.0,24139000000_Sahagún.csv
24141000000,24,León,San Adrián del Valle,100,-5.72781917,42.13001265,732.0,24141000000_San Adrián del Valle.csv
24142000000,24,León,San Andrés del Rabanedo,30160,-5.61548243,42.61117287,849.0,24142000000_San Andrés del Rabanedo.csv
24143000000,24,León,Sancedo,536,-6.63470868,42.66615799,673.0,24143000000_Sancedo.csv
24144000000,24,León,San Cristóbal de la Polantera,658,-5.90745168,42.39053289,796.0,24144000000_San Cristóbal de la Polantera.csv
24145000000,24,León,San Emiliano,630,-6.00164929,42.97244001,1180.0,24145000000_San Emiliano.csv
24146000000,24,León,San Esteban de Nogales,252,-5.93133412,42.15939063,782.0,24146000000_San Esteban de Nogales.csv
24148000000,24,León,San Justo de la Vega,1780,-6.01599098,42.45256272,847.0,24148000000_San Justo de la Vega.csv
24149000000,24,León,San Millán de los Caballeros,173,-5.56107186,42.28497109,751.0,24149000000_San Millán de los Caballeros.csv
24150000000,24,León,San Pedro Bercianos,230,-5.70963651,42.3923205,823.0,24150000000_San Pedro Bercianos.csv
24151000000,24,León,Santa Colomba de Curueño,478,-5.41218287,42.7512525,926.0,24151000000_Santa Colomba de Curueño.csv
24152000000,24,León,Santa Colomba de Somoza,518,-6.24252344,42.44261545,989.0,24152000000_Santa Colomba de Somoza.csv
24153000000,24,León,Santa Cristina de Valmadrigal,262,-5.30949601,42.35353626,815.0,24153000000_Santa Cristina de Valmadrigal.csv
24154000000,24,León,Santa Elena de Jamuz,1029,-5.88820436,42.25945371,770.0,24154000000_Santa Elena de Jamuz.csv
24155000000,24,León,Santa María de la Isla,468,-5.92833047,42.35623189,788.0,24155000000_Santa María de la Isla.csv
24156000000,24,León,Santa María del Monte de Cea,217,-5.11683871,42.49171034,885.0,24156000000_Santa María del Monte de Cea.csv
24157000000,24,León,Santa María del Páramo,3109,-5.74924927,42.35355469,808.0,24157000000_Santa María del Páramo.csv
24158000000,24,León,Santa María de Ordás,332,-5.82367601,42.7263531,947.0,24158000000_Santa María de Ordás.csv
24159000000,24,León,Santa Marina del Rey,1848,-5.8619941,42.51279579,842.0,24159000000_Santa Marina del Rey.csv
24160000000,24,León,Santas Martas,728,-5.37195763,42.43240866,834.0,24160000000_Santas Martas.csv
24161000000,24,León,Santiago Millas,343,-6.10599145,42.38179436,932.0,24161000000_Santiago Millas.csv
24162000000,24,León,Santovenia de la Valdoncina,2079,-5.62140395,42.54304899,836.0,24162000000_Santovenia de la Valdoncina.csv
24163000000,24,León,Sariegos,5170,-5.63114916,42.64737442,864.0,24163000000_Sariegos.csv
24164000000,24,León,Sena de Luna,367,-5.95316352,42.92974024,1139.0,24164000000_Sena de Luna.csv
24165000000,24,León,Sobrado,292,-6.85266367,42.51997381,426.0,24165000000_Sobrado.csv
24166000000,24,León,Soto de la Vega,1518,-5.88172246,42.33264937,777.0,24166000000_Soto de la Vega.csv
24167000000,24,León,Soto y Amío,770,-5.88735711,42.77474048,1048.0,24167000000_Soto y Amío.csv
24168000000,24,León,Toral de los Guzmanes,508,-5.5673035,42.24430693,742.0,24168000000_Toral de los Guzmanes.csv
24169000000,24,León,Toreno,3017,-6.51057998,42.69756539,659.0,24169000000_Toreno.csv
24170000000,24,León,Torre del Bierzo,2079,-6.32087906,42.59503992,756.0,24170000000_Torre del Bierzo.csv
24171000000,24,León,Trabadelo,336,-6.88307786,42.65012574,593.0,24171000000_Trabadelo.csv
24172000000,24,León,Truchas,418,-6.43461367,42.26093809,1118.0,24172000000_Truchas.csv
24173000000,24,León,Turcia,1003,-5.87499164,42.53345185,847.0,24173000000_Turcia.csv
24174000000,24,León,Urdiales del Páramo,480,-5.77108113,42.37239007,812.0,24174000000_Urdiales del Páramo.csv
24175000000,24,León,Valdefresno,2208,-5.49251038,42.59374447,869.0,24175000000_Valdefresno.csv
24176000000,24,León,Valdefuentes del Páramo,310,-5.83160533,42.32201189,782.0,24176000000_Valdefuentes del Páramo.csv
24177000000,24,León,Valdelugueros,515,-5.41289869,42.97392799,1202.0,24177000000_Valdelugueros.csv
24178000000,24,León,Valdemora,70,-5.42728131,42.19602588,778.0,24178000000_Valdemora.csv
24179000000,24,León,Valdepiélago,309,-5.400774324,42.87034532,1027.0,24179000000_Valdepiélago.csv
24180000000,24,León,Valdepolo,1207,-5.22572903,42.57699796,876.0,24180000000_Valdepolo.csv
24181000000,24,León,Valderas,1575,-5.44572836,42.07765953,754.0,24181000000_Valderas.csv
24182000000,24,León,Valderrey,435,-6.02062458,42.39210713,841.0,24182000000_Valderrey.csv
24183000000,24,León,Valderrueda,836,-4.94743825,42.81575321,1033.0,24183000000_Valderrueda.csv
24184000000,24,León,Valdesamario,195,-5.9514448,42.72150836,1022.0,24184000000_Valdesamario.csv
24185000000,24,León,Val de San Lorenzo,496,-6.1226827,42.41787511,892.0,24185000000_Val de San Lorenzo.csv
24187000000,24,León,Valdevimbre,936,-5.62002314,42.41961966,812.0,24187000000_Valdevimbre.csv
24188000000,24,León,Valencia de Don Juan,5159,-5.52018899,42.29380225,762.0,24188000000_Valencia de Don Juan.csv
24189000000,24,León,Valverde de la Virgen,7442,-5.68292554,42.56917983,887.0,24189000000_Valverde de la Virgen.csv
24190000000,24,León,Valverde-Enrique,152,-5.29918603,42.30385286,833.0,24190000000_Valverde-Enrique.csv
24191000000,24,León,Vallecillo,123,-5.21062055,42.3557569,837.0,24191000000_Vallecillo.csv
24193000000,24,León,La Vecilla,414,-5.40618064,42.84867749,1006.0,24193000000_La Vecilla.csv
24194000000,24,León,Vegacervera,262,-5.53491634,42.88439492,1038.0,24194000000_Vegacervera.csv
24196000000,24,León,Vega de Espinareda,2005,-6.65629449,42.72810587,604.0,24196000000_Vega de Espinareda.csv
24197000000,24,León,Vega de Infanzones,824,-5.53438078,42.48098102,778.0,24197000000_Vega de Infanzones.csv
24198000000,24,León,Vega de Valcarce,578,-6.94723548,42.66525183,630.0,24198000000_Vega de Valcarce.csv
24199000000,24,León,Vegaquemada,426,-5.33260824,42.81881797,936.0,24199000000_Vegaquemada.csv
24201000000,24,León,Vegas del Condado,1149,-5.36493653,42.68479024,860.0,24201000000_Vegas del Condado.csv
24202000000,24,León,Villablino,8226,-6.31699477,42.93983987,1015.0,24202000000_Villablino.csv
24203000000,24,León,Villabraz,92,-5.44435936,42.24627445,845.0,24203000000_Villabraz.csv
24205000000,24,León,Villadangos del Páramo,1214,-5.76649467,42.51667328,897.0,24205000000_Villadangos del Páramo.csv
24206000000,24,León,Toral de los Vados,1809,-6.77614939,42.54303595,530.0,24206000000_Toral de los Vados.csv
24207000000,24,León,Villademor de la Vega,299,-5.56896857,42.27038557,746.0,24207000000_Villademor de la Vega.csv
24209000000,24,León,Villafranca del Bierzo,2806,-6.81082207,42.60599303,499.0,24209000000_Villafranca del Bierzo.csv
24210000000,24,León,Villagatón,636,-6.16184907,42.63479172,1013.0,24210000000_Villagatón.csv
24211000000,24,León,Villamandos,292,-5.592522471,42.17916877,728.0,24211000000_Villamandos.csv
24212000000,24,León,Villamañán,1083,-5.58562188,42.3217925,765.0,24212000000_Villamañán.csv
24213000000,24,León,Villamartín de Don Sancho,156,-5.06102304,42.57062481,898.0,24213000000_Villamartín de Don Sancho.csv
24214000000,24,León,Villamejil,682,-6.020194749,42.56265236,912.0,24214000000_Villamejil.csv
24215000000,24,León,Villamol,150,-5.04907054,42.42855243,829.0,24215000000_Villamol.csv
24216000000,24,León,Villamontán de la Valduerna,711,-5.99656068,42.31016243,820.0,24216000000_Villamontán de la Valduerna.csv
24217000000,24,León,Villamoratiel de las Matas,129,-5.30316509,42.39625973,845.0,24217000000_Villamoratiel de las Matas.csv
24218000000,24,León,Villanueva de las Manzanas,495,-5.48047112,42.47135482,779.0,24218000000_Villanueva de las Manzanas.csv
24219000000,24,León,Villaobispo de Otero,515,-6.05855738,42.49999265,868.0,24219000000_Villaobispo de Otero.csv
24221000000,24,León,Villaquejida,828,-5.59601386,42.14640063,722.0,24221000000_Villaquejida.csv
24222000000,24,León,Villaquilambre,18597,-5.55877019,42.64631345,887.0,24222000000_Villaquilambre.csv
24223000000,24,León,Villarejo de Órbigo,2945,-5.90377875,42.44519689,814.0,24223000000_Villarejo de Órbigo.csv
24224000000,24,León,Villares de Órbigo,587,-5.909099,42.4708163,827.0,24224000000_Villares de Órbigo.csv
24225000000,24,León,Villasabariego,1121,-5.41473797,42.53336506,850.0,24225000000_Villasabariego.csv
24226000000,24,León,Villaselán,181,-5.04791398,42.56095392,862.0,24226000000_Villaselán.csv
24227000000,24,León,Villaturiel,1865,-5.48537946,42.51852604,795.0,24227000000_Villaturiel.csv
24228000000,24,León,Villazala,636,-5.8561932,42.3612047,796.0,24228000000_Villazala.csv
24229000000,24,León,Villazanzo de Valderaduey,392,-4.96487131,42.53494124,912.0,24229000000_Villazanzo de Valderaduey.csv
24230000000,24,León,Zotes del Páramo,419,-5.73637953,42.2723645,780.0,24230000000_Zotes del Páramo.csv
24901000000,24,León,Villamanín,912,-5.65595254,42.93702816,1133.0,24901000000_Villamanín.csv
24902000000,24,León,Villaornate y Castro,318,-5.54975679,42.18481178,735.0,24902000000_Villaornate y Castro.csv
25001000000,25,Lleida,Abella de la Conca,171,1.09177173,42.16142117,954.0,25001000000_Abella de la Conca.csv
25002000000,25,Lleida,Àger,588,0.76284806,41.99955942,629.0,25002000000_Àger.csv
25003000000,25,Lleida,Agramunt,5464,1.09922357,41.78736558,336.0,25003000000_Agramunt.csv
25004000000,25,Lleida,Els Alamús,773,0.7394365,41.61621371,211.0,25004000000_Els Alamús.csv
25005000000,25,Lleida,Alàs i Cerc,322,1.50844498,42.35170341,769.0,25005000000_Alàs i Cerc.csv
25006000000,25,Lleida,L'Albagés,357,0.73854698,41.44904442,372.0,25006000000_L'Albagés.csv
25007000000,25,Lleida,Albatàrrec,2224,0.60330154,41.57246685,146.0,25007000000_Albatàrrec.csv
25008000000,25,Lleida,Albesa,1561,0.6604596,41.75100558,236.0,25008000000_Albesa.csv
25009000000,25,Lleida,L'Albi,749,0.93684438,41.42217677,527.0,25009000000_L'Albi.csv
25010000000,25,Lleida,Alcanó,233,0.61727597,41.48098212,214.0,25010000000_Alcanó.csv
25011000000,25,Lleida,Alcarràs,9678,0.52411008,41.56301538,134.0,25011000000_Alcarràs.csv
25012000000,25,Lleida,Alcoletge,3492,0.69423798,41.64854933,215.0,25012000000_Alcoletge.csv
25013000000,25,Lleida,Alfarràs,2759,0.57295527,41.82906515,280.0,25013000000_Alfarràs.csv
25014000000,25,Lleida,Alfés,301,0.62011828,41.5224167,239.0,25014000000_Alfés.csv
25015000000,25,Lleida,Algerri,423,0.63836183,41.81439813,342.0,25015000000_Algerri.csv
25016000000,25,Lleida,Alguaire,3065,0.58391814,41.73631716,304.0,25016000000_Alguaire.csv
25017000000,25,Lleida,Alins,279,1.31739181,42.54871413,1049.0,25017000000_Alins.csv
25019000000,25,Lleida,Almacelles,6875,0.43774764,41.73168979,248.0,25019000000_Almacelles.csv
25020000000,25,Lleida,Almatret,310,0.42383283,41.30538097,463.0,25020000000_Almatret.csv
25021000000,25,Lleida,Almenar,3365,0.56808578,41.79769309,326.0,25021000000_Almenar.csv
25022000000,25,Lleida,Alòs de Balaguer,122,0.96103348,41.91190245,292.0,25022000000_Alòs de Balaguer.csv
25023000000,25,Lleida,Alpicat,6274,0.55526727,41.66650616,263.0,25023000000_Alpicat.csv
25024000000,25,Lleida,Alt Àneu,430,1.11090417,42.63436767,1084.0,25024000000_Alt Àneu.csv
25025000000,25,Lleida,Naut Aran,1941,0.90204834,42.70758009,1270.0,25025000000_Naut Aran.csv
25027000000,25,Lleida,Anglesola,1356,1.0819755,41.65892599,335.0,25027000000_Anglesola.csv
25029000000,25,Lleida,Arbeca,2141,0.92304973,41.54175336,333.0,25029000000_Arbeca.csv
25030000000,25,Lleida,El Pont de Bar,174,1.605275411,42.37206093,860.0,25030000000_El Pont de Bar.csv
25031000000,25,Lleida,Arres,67,0.70982318,42.75645993,1264.0,25031000000_Arres.csv
25032000000,25,Lleida,Arsèguel,85,1.58407217,42.35067187,949.0,25032000000_Arsèguel.csv
25033000000,25,Lleida,Artesa de Lleida,1525,0.70439548,41.55176243,204.0,25033000000_Artesa de Lleida.csv
25034000000,25,Lleida,Artesa de Segre,3441,1.04788657,41.89634532,319.0,25034000000_Artesa de Segre.csv
25035000000,25,Lleida,La Sentiu de Sió,426,0.88027551,41.80424811,280.0,25035000000_La Sentiu de Sió.csv
25036000000,25,Lleida,Aspa,207,0.67233539,41.49561104,257.0,25036000000_Aspa.csv
25037000000,25,Lleida,Les Avellanes i Santa Linya,447,0.76508415,41.90802167,570.0,25037000000_Les Avellanes i Santa Linya.csv
25038000000,25,Lleida,Aitona,2493,0.4579458,41.49464547,108.0,25038000000_Aitona.csv
25039000000,25,Lleida,Baix Pallars,342,1.06696344,42.32199421,597.0,25039000000_Baix Pallars.csv
25040000000,25,Lleida,Balaguer,17409,0.80457795,41.79152287,261.0,25040000000_Balaguer.csv
25041000000,25,Lleida,Barbens,943,1.01849203,41.678852,282.0,25041000000_Barbens.csv
25042000000,25,Lleida,La Baronia de Rialb,229,1.19586967,41.93220691,474.0,25042000000_La Baronia de Rialb.csv
25043000000,25,Lleida,La Vall de Boí,1060,0.80227472,42.50428276,1096.0,25043000000_La Vall de Boí.csv
25044000000,25,Lleida,Bassella,224,1.28759749,42.01144351,434.0,25044000000_Bassella.csv
25045000000,25,Lleida,Bausen,66,0.71764419,42.8346169,908.0,25045000000_Bausen.csv
25046000000,25,Lleida,Belianes,521,1.01726697,41.5612864,374.0,25046000000_Belianes.csv
25047000000,25,Lleida,Bellcaire d'Urgell,1225,0.90607418,41.75937466,268.0,25047000000_Bellcaire d'Urgell.csv
25048000000,25,Lleida,Bell-lloc d'Urgell,2329,0.78088459,41.62932424,196.0,25048000000_Bell-lloc d'Urgell.csv
25049000000,25,Lleida,Bellmunt d'Urgell,182,0.95239765,41.77447574,380.0,25049000000_Bellmunt d'Urgell.csv
25050000000,25,Lleida,Bellpuig,5151,1.01228445,41.62522812,309.0,25050000000_Bellpuig.csv
25051000000,25,Lleida,Bellver de Cerdanya,2135,1.77460021,42.37084442,1057.0,25051000000_Bellver de Cerdanya.csv
25052000000,25,Lleida,Bellvís,2258,0.81748995,41.67326493,204.0,25052000000_Bellvís.csv
25053000000,25,Lleida,Benavent de Segrià,1533,0.63287061,41.69564661,233.0,25053000000_Benavent de Segrià.csv
25055000000,25,Lleida,Biosca,178,1.35875237,41.84199211,449.0,25055000000_Biosca.csv
25056000000,25,Lleida,Bovera,261,0.63889408,41.32601883,296.0,25056000000_Bovera.csv
25057000000,25,Lleida,Es Bòrdes,285,0.71934111,42.73749625,858.0,25057000000_Es Bòrdes.csv
25058000000,25,Lleida,Les Borges Blanques,6195,0.86890823,41.52178555,303.0,25058000000_Les Borges Blanques.csv
25059000000,25,Lleida,Bossòst,1120,0.69240158,42.78566447,711.0,25059000000_Bossòst.csv
25060000000,25,Lleida,Cabanabona,60,1.21491663,41.85073591,424.0,25060000000_Cabanabona.csv
25061000000,25,Lleida,Cabó,94,1.24806362,42.23919476,759.0,25061000000_Cabó.csv
25062000000,25,Lleida,Camarasa,807,0.87733178,41.87441493,287.0,25062000000_Camarasa.csv
25063000000,25,Lleida,Canejan,89,0.73947065,42.8386609,919.0,25063000000_Canejan.csv
25064000000,25,Lleida,Castellar de la Ribera,136,1.4154827,42.02275401,652.0,25064000000_Castellar de la Ribera.csv
25067000000,25,Lleida,Castelldans,900,0.76629416,41.49963625,354.0,25067000000_Castelldans.csv
25068000000,25,Lleida,Castellnou de Seana,692,0.97018409,41.64866572,269.0,25068000000_Castellnou de Seana.csv
25069000000,25,Lleida,Castelló de Farfanya,529,0.72670978,41.82132327,362.0,25069000000_Castelló de Farfanya.csv
25070000000,25,Lleida,Castellserà,976,0.9870482,41.7467723,266.0,25070000000_Castellserà.csv
25071000000,25,Lleida,Cava,46,1.60512257,42.32498387,1293.0,25071000000_Cava.csv
25072000000,25,Lleida,Cervera,9328,1.27119164,41.66575537,541.0,25072000000_Cervera.csv
25073000000,25,Lleida,Cervià de les Garrigues,665,0.85919872,41.42469365,442.0,25073000000_Cervià de les Garrigues.csv
25074000000,25,Lleida,Ciutadilla,202,1.14008822,41.56127647,519.0,25074000000_Ciutadilla.csv
25075000000,25,Lleida,Clariana de Cardener,158,1.62480448,41.93383651,506.0,25075000000_Clariana de Cardener.csv
25076000000,25,Lleida,El Cogul,143,0.68971345,41.46672627,280.0,25076000000_El Cogul.csv
25077000000,25,Lleida,Coll de Nargó,548,1.31603374,42.17430748,569.0,25077000000_Coll de Nargó.csv
25078000000,25,Lleida,Corbins,1499,0.69661257,41.691755,209.0,25078000000_Corbins.csv
25079000000,25,Lleida,Cubells,357,0.95948553,41.85144362,504.0,25079000000_Cubells.csv
25081000000,25,Lleida,L'Espluga Calba,328,1.00375578,41.49488972,433.0,25081000000_L'Espluga Calba.csv
25082000000,25,Lleida,Espot,366,1.08869741,42.5765545,1319.0,25082000000_Espot.csv
25085000000,25,Lleida,Estaràs,172,1.37833145,41.69219421,613.0,25085000000_Estaràs.csv
25086000000,25,Lleida,Esterri d'Àneu,832,1.12329592,42.62786267,956.0,25086000000_Esterri d'Àneu.csv
25087000000,25,Lleida,Esterri de Cardós,64,1.26147622,42.59289783,1209.0,25087000000_Esterri de Cardós.csv
25088000000,25,Lleida,Estamariu,129,1.52322739,42.37320251,1079.0,25088000000_Estamariu.csv
25089000000,25,Lleida,Farrera,116,1.27292917,42.49640494,1356.0,25089000000_Farrera.csv
25092000000,25,Lleida,La Floresta,145,0.91926928,41.51159386,315.0,25092000000_La Floresta.csv
25093000000,25,Lleida,Fondarella,781,0.87512433,41.63454577,243.0,25093000000_Fondarella.csv
25094000000,25,Lleida,Foradada,195,1.01398985,41.87687807,438.0,25094000000_Foradada.csv
25096000000,25,Lleida,La Fuliola,1247,1.01838395,41.71368711,272.0,25096000000_La Fuliola.csv
25097000000,25,Lleida,Fulleda,101,1.02457018,41.46352787,583.0,25097000000_Fulleda.csv
25098000000,25,Lleida,Gavet de la Conca,262,0.92104472,42.122332,429.0,25098000000_Gavet de la Conca.csv
25099000000,25,Lleida,Golmés,1855,0.93211883,41.63250497,275.0,25099000000_Golmés.csv
25100000000,25,Lleida,Gósol,232,1.66119102,42.23676277,1420.0,25100000000_Gósol.csv
25101000000,25,Lleida,La Granadella,705,0.66529307,41.35495591,525.0,25101000000_La Granadella.csv
25102000000,25,Lleida,La Granja d'Escarp,931,0.3525485,41.41889209,80.0,25102000000_La Granja d'Escarp.csv
25103000000,25,Lleida,Granyanella,145,1.22488302,41.64886467,498.0,25103000000_Granyanella.csv
25104000000,25,Lleida,Granyena de Segarra,159,1.24643002,41.62390481,602.0,25104000000_Granyena de Segarra.csv
25105000000,25,Lleida,Granyena de les Garrigues,154,0.64898228,41.43280137,366.0,25105000000_Granyena de les Garrigues.csv
25109000000,25,Lleida,Guimerà,263,1.18710243,41.56494565,558.0,25109000000_Guimerà.csv
25110000000,25,Lleida,Guissona,7291,1.28903996,41.78497273,485.0,25110000000_Guissona.csv
25111000000,25,Lleida,Guixers,126,1.64344187,42.13579272,938.0,25111000000_Guixers.csv
