COD_INE,COD_PROV,PROVINCIA,NOMBRE_ACTUAL,POBLACION_MUNI,LONGITUD_ETRS89,LATITUD_ETRS89,ALTITUD,ARCHIVO_TMY
17065000000,17,Girona,Esponellà,469,2.79549985,42.17884901,139.0,17065000000_Esponellà.csv
17066000000,17,Girona,Figueres,47043,2.96027805,42.2678359,41.0,17066000000_Figueres.csv
17067000000,17,Girona,Flaçà,1147,2.95358208,42.05017515,33.0,17067000000_Flaçà.csv
17068000000,17,Girona,Foixà,299,2.997994651,42.03884127,79.0,17068000000_Foixà.csv
17069000000,17,Girona,Fontanals de Cerdanya,506,1.89950069,42.38582555,1149.0,17069000000_Fontanals de Cerdanya.csv
17070000000,17,Girona,Fontanilles,157,3.10741059,42.01207333,30.0,17070000000_Fontanilles.csv
17071000000,17,Girona,Fontcoberta,1468,2.79015688,42.14287655,203.0,17071000000_Fontcoberta.csv
17073000000,17,Girona,Fornells de la Selva,2700,2.81285895,41.93119771,101.0,17073000000_Fornells de la Selva.csv
17074000000,17,Girona,Fortià,793,3.04092186,42.24200453,8.0,17074000000_Fortià.csv
17075000000,17,Girona,Garrigàs,464,2.95297191,42.19277305,110.0,17075000000_Garrigàs.csv
17076000000,17,Girona,Garrigoles,170,3.03082812,42.10714627,85.0,17076000000_Garrigoles.csv
17077000000,17,Girona,Garriguella,909,3.06508744,42.34215233,55.0,17077000000_Garriguella.csv
17078000000,17,Girona,Ger,502,1.84395105,42.41127149,1134.0,17078000000_Ger.csv
17079000000,17,Girona,Girona,101932,2.82411899,41.98186075,69.0,17079000000_Girona.csv
17080000000,17,Girona,Gombrèn,196,2.09102878,42.24850269,910.0,17080000000_Gombrèn.csv
17081000000,17,Girona,Gualta,421,3.10389985,42.02919814,10.0,17081000000_Gualta.csv
17082000000,17,Girona,Guils de Cerdanya,588,1.87825086,42.44794164,1379.0,17082000000_Guils de Cerdanya.csv
17083000000,17,Girona,Hostalric,4332,2.63362376,41.74404536,159.0,17083000000_Hostalric.csv
17084000000,17,Girona,Isòvol,314,1.817157318,42.37722114,1035.0,17084000000_Isòvol.csv
17085000000,17,Girona,Jafre,382,3.0113124,42.07266437,41.0,17085000000_Jafre.csv
17086000000,17,Girona,La Jonquera,3340,2.87348755,42.4173111,112.0,17086000000_La Jonquera.csv
17087000000,17,Girona,Juià,327,2.90687621,42.0172189,94.0,17087000000_Juià.csv
17088000000,17,Girona,Lladó,845,2.81330962,42.24904031,206.0,17088000000_Lladó.csv
17089000000,17,Girona,Llagostera,8851,2.8919991,41.82867449,155.0,17089000000_Llagostera.csv
17090000000,17,Girona,Llambilles,730,2.856219591,41.92072138,142.0,17090000000_Llambilles.csv
17091000000,17,Girona,Llanars,535,2.3442646,42.32046928,984.0,17091000000_Llanars.csv
17092000000,17,Girona,Llançà,4842,3.1517566,42.36281096,11.0,17092000000_Llançà.csv
17093000000,17,Girona,Llers,1252,2.91372377,42.29727963,137.0,17093000000_Llers.csv
17094000000,17,Girona,Llívia,1504,1.98244323,42.465141,1225.0,17094000000_Llívia.csv
17095000000,17,Girona,Lloret de Mar,38402,2.84739507,41.69957944,5.0,17095000000_Lloret de Mar.csv
17096000000,17,Girona,Les Llosses,209,2.11999,42.15096,900.0,17096000000_Les Llosses.csv
17097000000,17,Girona,Madremanya,296,2.95710219,41.98972464,173.0,17097000000_Madremanya.csv
17098000000,17,Girona,Maià de Montcal,469,2.74243129,42.22222718,237.0,17098000000_Maià de Montcal.csv
17099000000,17,Girona,Meranges,97,1.78667633,42.44629879,1539.0,17099000000_Meranges.csv
17100000000,17,Girona,Masarac,284,2.97280658,42.35130958,79.0,17100000000_Masarac.csv
17101000000,17,Girona,Massanes,803,2.65136684,41.76569921,151.0,17101000000_Massanes.csv
17102000000,17,Girona,Maçanet de Cabrenys,729,2.74787425,42.38626833,371.0,17102000000_Maçanet de Cabrenys.csv
17103000000,17,Girona,Maçanet de la Selva,7349,2.73045604,41.77749403,100.0,17103000000_Maçanet de la Selva.csv
17105000000,17,Girona,Mieres,349,2.64011215,42.12441236,278.0,17105000000_Mieres.csv
17106000000,17,Girona,Mollet de Peralada,197,2.99983443,42.36045394,59.0,17106000000_Mollet de Peralada.csv
17107000000,17,Girona,Molló,347,2.40437994,42.3468796,1181.0,17107000000_Molló.csv
17109000000,17,Girona,Montagut i Oix,951,2.59650517,42.23005764,276.0,17109000000_Montagut i Oix.csv
17110000000,17,Girona,Mont-ras,1672,3.14339831,41.9090308,89.0,17110000000_Mont-ras.csv
17111000000,17,Girona,Navata,1434,2.86163363,42.22393632,148.0,17111000000_Navata.csv
17112000000,17,Girona,Ogassa,240,2.27777937,42.26562673,942.0,17112000000_Ogassa.csv
17114000000,17,Girona,Olot,36299,2.48816559,42.18183793,438.0,17114000000_Olot.csv
17115000000,17,Girona,Ordis,369,2.90721431,42.21855906,97.0,17115000000_Ordis.csv
17116000000,17,Girona,Osor,426,2.55670401,41.94522217,342.0,17116000000_Osor.csv
17117000000,17,Girona,Palafrugell,23046,3.16397764,41.91718159,62.0,17117000000_Palafrugell.csv
17118000000,17,Girona,Palamós,18196,3.12865803,41.84674675,10.0,17118000000_Palamós.csv
17119000000,17,Girona,Palau de Santa Eulàlia,111,2.969137211,42.17725011,87.0,17119000000_Palau de Santa Eulàlia.csv
17120000000,17,Girona,Palau-saverdera,1490,3.14962249,42.30781199,100.0,17120000000_Palau-saverdera.csv
17121000000,17,Girona,Palau-sator,323,3.11031715,41.98874321,20.0,17121000000_Palau-sator.csv
17123000000,17,Girona,Palol de Revardit,446,2.79513608,42.06903269,141.0,17123000000_Palol de Revardit.csv
17124000000,17,Girona,Pals,2516,3.14451674,41.97170928,52.0,17124000000_Pals.csv
17125000000,17,Girona,Pardines,166,2.21394337,42.31213783,1228.0,17125000000_Pardines.csv
17126000000,17,Girona,Parlavà,413,3.03047245,42.0223059,37.0,17126000000_Parlavà.csv
17128000000,17,Girona,Pau,588,3.11641569,42.31581246,34.0,17128000000_Pau.csv
17129000000,17,Girona,Pedret i Marzà,187,3.06698477,42.31143974,35.0,17129000000_Pedret i Marzà.csv
17130000000,17,Girona,La Pera,448,2.97353297,42.02028902,89.0,17130000000_La Pera.csv
17132000000,17,Girona,Peralada,1945,3.00858213,42.30826253,37.0,17132000000_Peralada.csv
17133000000,17,Girona,Les Planes d'Hostoles,1711,2.53692802,42.05562039,371.0,17133000000_Les Planes d'Hostoles.csv
17134000000,17,Girona,Planoles,311,2.10481785,42.31578751,1126.0,17134000000_Planoles.csv
17135000000,17,Girona,Pont de Molins,518,2.92178099,42.31565799,56.0,17135000000_Pont de Molins.csv
17136000000,17,Girona,Pontós,264,2.91760272,42.18676382,96.0,17136000000_Pontós.csv
17137000000,17,Girona,Porqueres,4701,2.747631444,42.12207158,182.0,17137000000_Porqueres.csv
17138000000,17,Girona,Portbou,1095,3.15803504,42.42618874,27.0,17138000000_Portbou.csv
17139000000,17,Girona,Les Preses,1875,2.46107461,42.14068046,475.0,17139000000_Les Preses.csv
17140000000,17,Girona,El Port de la Selva,1010,3.20510994,42.33787111,14.0,17140000000_El Port de la Selva.csv
17141000000,17,Girona,Puigcerdà,9518,1.92634012,42.43264078,1206.0,17141000000_Puigcerdà.csv
17142000000,17,Girona,Quart,3856,2.84040177,41.9385079,94.0,17142000000_Quart.csv
17143000000,17,Girona,Rabós,206,3.02891464,42.37887672,103.0,17143000000_Rabós.csv
17144000000,17,Girona,Regencós,282,3.1697877,41.95255303,76.0,17144000000_Regencós.csv
17145000000,17,Girona,Ribes de Freser,1787,2.16777728,42.30628259,913.0,17145000000_Ribes de Freser.csv
17146000000,17,Girona,Riells i Viabrea,4268,2.51241583,41.77641711,486.0,17146000000_Riells i Viabrea.csv
17147000000,17,Girona,Ripoll,10721,2.19082613,42.20127351,690.0,17147000000_Ripoll.csv
17148000000,17,Girona,Riudarenes,2283,2.71770569,41.82053476,83.0,17148000000_Riudarenes.csv
17149000000,17,Girona,Riudaura,511,2.40861328,42.18765181,570.0,17149000000_Riudaura.csv
17150000000,17,Girona,Riudellots de la Selva,2076,2.80356829,41.89264159,97.0,17150000000_Riudellots de la Selva.csv
17151000000,17,Girona,Riumors,244,3.04253588,42.22762077,6.0,17151000000_Riumors.csv
17152000000,17,Girona,Roses,19921,3.17830899,42.26182986,4.0,17152000000_Roses.csv
17153000000,17,Girona,Rupià,296,3.01059017,42.0207872,64.0,17153000000_Rupià.csv
17154000000,17,Girona,Sales de Llierca,164,2.65000194,42.23567261,261.0,17154000000_Sales de Llierca.csv
17155000000,17,Girona,Salt,32230,2.78141235,41.97437513,86.0,17155000000_Salt.csv
17157000000,17,Girona,Sant Andreu Salou,156,2.82513664,41.87385206,130.0,17157000000_Sant Andreu Salou.csv
17158000000,17,Girona,Sant Climent Sescebes,712,2.98034137,42.36874691,82.0,17158000000_Sant Climent Sescebes.csv
17159000000,17,Girona,Sant Feliu de Buixalleu,808,2.58617731,41.79126137,403.0,17159000000_Sant Feliu de Buixalleu.csv
17160000000,17,Girona,Sant Feliu de Guíxols,22210,3.02869534,41.78042564,3.0,17160000000_Sant Feliu de Guíxols.csv
17161000000,17,Girona,Sant Feliu de Pallerols,1456,2.5075746,42.07575416,472.0,17161000000_Sant Feliu de Pallerols.csv
17162000000,17,Girona,Sant Ferriol,247,2.66894817,42.19781187,361.0,17162000000_Sant Ferriol.csv
17163000000,17,Girona,Sant Gregori,4012,2.75678122,41.98945699,100.0,17163000000_Sant Gregori.csv
17164000000,17,Girona,Sant Hilari Sacalm,5758,2.50849539,41.87892558,798.0,17164000000_Sant Hilari Sacalm.csv
17165000000,17,Girona,Sant Jaume de Llierca,852,2.60884075,42.21253782,202.0,17165000000_Sant Jaume de Llierca.csv
17166000000,17,Girona,Sant Jordi Desvalls,796,2.95375973,42.07213289,58.0,17166000000_Sant Jordi Desvalls.csv
17167000000,17,Girona,Sant Joan de les Abadesses,3250,2.28626354,42.23260905,772.0,17167000000_Sant Joan de les Abadesses.csv
17168000000,17,Girona,Sant Joan de Mollet,501,2.94284327,42.045631,53.0,17168000000_Sant Joan de Mollet.csv
17169000000,17,Girona,Sant Julià de Ramis,3612,2.85399914,42.02801672,178.0,17169000000_Sant Julià de Ramis.csv
17170000000,17,Girona,Vallfogona de Ripollès,213,2.30273378,42.19622566,953.0,17170000000_Vallfogona de Ripollès.csv
17171000000,17,Girona,Sant Llorenç de la Muga,267,2.79045415,42.32017708,166.0,17171000000_Sant Llorenç de la Muga.csv
17172000000,17,Girona,Sant Martí de Llémena,663,2.64650349,42.03634793,257.0,17172000000_Sant Martí de Llémena.csv
17173000000,17,Girona,Sant Martí Vell,244,2.93006254,42.02011748,70.0,17173000000_Sant Martí Vell.csv
17174000000,17,Girona,Sant Miquel de Campmajor,243,2.67919209,42.13599323,223.0,17174000000_Sant Miquel de Campmajor.csv
17175000000,17,Girona,Sant Miquel de Fluvià,755,2.99222659,42.17169838,26.0,17175000000_Sant Miquel de Fluvià.csv
17176000000,17,Girona,Sant Mori,157,2.99123574,42.15382969,54.0,17176000000_Sant Mori.csv
17177000000,17,Girona,Sant Pau de Segúries,725,2.36547744,42.26011148,852.0,17177000000_Sant Pau de Segúries.csv
17178000000,17,Girona,Sant Pere Pescador,2083,3.08221872,42.18835879,5.0,17178000000_Sant Pere Pescador.csv
17180000000,17,Girona,Santa Coloma de Farners,13459,2.66311624,41.86351304,139.0,17180000000_Santa Coloma de Farners.csv
17181000000,17,Girona,Santa Cristina d'Aro,5408,2.996929218,41.81207685,29.0,17181000000_Santa Cristina d'Aro.csv
17182000000,17,Girona,Santa Llogaia d'Àlguema,378,2.95253036,42.23353656,43.0,17182000000_Santa Llogaia d'Àlguema.csv
17183000000,17,Girona,Sant Aniol de Finestres,353,2.58690775,42.09012574,409.0,17183000000_Sant Aniol de Finestres.csv
17184000000,17,Girona,Santa Pau,1585,2.57167076,42.14430747,491.0,17184000000_Santa Pau.csv
17185000000,17,Girona,Sant Joan les Fonts,3050,2.50907002,42.21272222,322.0,17185000000_Sant Joan les Fonts.csv
17186000000,17,Girona,Sarrià de Ter,5231,2.8239182,42.01555439,66.0,17186000000_Sarrià de Ter.csv
17187000000,17,Girona,"Saus, Camallera i Llampaies",865,2.96318463,42.1218695,86.0,"17187000000_Saus, Camallera i Llampaies.csv"
17188000000,17,Girona,La Selva de Mar,212,3.18694605,42.32440136,48.0,17188000000_La Selva de Mar.csv
17189000000,17,Girona,La Cellera de Ter,1973,2.62127615,41.96910478,160.0,17189000000_La Cellera de Ter.csv
17190000000,17,Girona,Serinyà,1143,2.74486464,42.16872452,183.0,17190000000_Serinyà.csv
17191000000,17,Girona,Serra de Daró,235,3.07250239,42.02854672,14.0,17191000000_Serra de Daró.csv
17192000000,17,Girona,Setcases,185,2.30115501,42.37552143,1278.0,17192000000_Setcases.csv
17193000000,17,Girona,Sils,6349,2.7427618,41.80574997,73.0,17193000000_Sils.csv
17194000000,17,Girona,Susqueda,99,2.547187277,42.01439887,816.0,17194000000_Susqueda.csv
17195000000,17,Girona,La Tallada d'Empordà,466,3.05609473,42.08000077,18.0,17195000000_La Tallada d'Empordà.csv
17196000000,17,Girona,Terrades,334,2.83985987,42.31003454,228.0,17196000000_Terrades.csv
17197000000,17,Girona,Torrent,160,3.12712171,41.95196888,42.0,17197000000_Torrent.csv
17198000000,17,Girona,Torroella de Fluvià,726,3.04525812,42.17350061,10.0,17198000000_Torroella de Fluvià.csv
17199000000,17,Girona,Torroella de Montgrí,12023,3.12621596,42.04332513,30.0,17199000000_Torroella de Montgrí.csv
17200000000,17,Girona,Tortellà,816,2.62980203,42.23298857,277.0,17200000000_Tortellà.csv
17201000000,17,Girona,Toses,178,2.01810371,42.32187763,1446.0,17201000000_Toses.csv
17202000000,17,Girona,Tossa de Mar,5930,2.930461,41.721889,3.0,17202000000_Tossa de Mar.csv
17203000000,17,Girona,Ultramort,226,3.03462318,42.03626484,29.0,17203000000_Ultramort.csv
17204000000,17,Girona,Ullà,1167,3.10834747,42.05177353,24.0,17204000000_Ullà.csv
17205000000,17,Girona,Ullastret,258,3.06867893,42.00043051,48.0,17205000000_Ullastret.csv
17206000000,17,Girona,Urús,210,1.85418301,42.34993433,1264.0,17206000000_Urús.csv
17207000000,17,Girona,La Vall d'en Bas,3115,2.45692713,42.11759527,450.0,17207000000_La Vall d'en Bas.csv
17208000000,17,Girona,La Vall de Bianya,1315,2.455821997,42.21095707,359.0,17208000000_La Vall de Bianya.csv
17209000000,17,Girona,Vall-llobrega,918,3.12552187,41.88100367,48.0,17209000000_Vall-llobrega.csv
17210000000,17,Girona,Ventalló,914,3.026674,42.14922508,29.0,17210000000_Ventalló.csv
17211000000,17,Girona,Verges,1183,3.04655402,42.06123563,21.0,17211000000_Verges.csv
17212000000,17,Girona,Vidrà,186,2.30949153,42.12280149,980.0,17212000000_Vidrà.csv
17213000000,17,Girona,Vidreres,8073,2.77909064,41.78894616,91.0,17213000000_Vidreres.csv
17214000000,17,Girona,Vilabertran,969,2.97911727,42.28225082,19.0,17214000000_Vilabertran.csv
17215000000,17,Girona,Vilablareix,3225,2.77323054,41.95680526,115.0,17215000000_Vilablareix.csv
17216000000,17,Girona,Viladasens,214,2.93031913,42.09586171,92.0,17216000000_Viladasens.csv
17217000000,17,Girona,Viladamat,471,3.07572059,42.13341557,6.0,17217000000_Viladamat.csv
17218000000,17,Girona,Vilademuls,835,2.88677073,42.13869772,124.0,17218000000_Vilademuls.csv
17220000000,17,Girona,Viladrau,1102,2.3894192,41.84765935,820.0,17220000000_Viladrau.csv
17221000000,17,Girona,Vilafant,5480,2.93786527,42.24703941,54.0,17221000000_Vilafant.csv
17222000000,17,Girona,Vilaür,162,2.95507642,42.14388685,66.0,17222000000_Vilaür.csv
17223000000,17,Girona,Vilajuïga,1124,3.09319102,42.32521854,32.0,17223000000_Vilajuïga.csv
17224000000,17,Girona,Vilallonga de Ter,386,2.31170464,42.33152704,1071.0,17224000000_Vilallonga de Ter.csv
17225000000,17,Girona,Vilamacolum,371,3.05850041,42.19495682,6.0,17225000000_Vilamacolum.csv
17226000000,17,Girona,Vilamalla,1154,2.97049756,42.21863668,40.0,17226000000_Vilamalla.csv
17227000000,17,Girona,Vilamaniscle,205,3.06712685,42.37641067,167.0,17227000000_Vilamaniscle.csv
17228000000,17,Girona,Vilanant,399,2.8892312,42.25489355,98.0,17228000000_Vilanant.csv
17230000000,17,Girona,Vila-sacra,761,3.01860299,42.26606644,15.0,17230000000_Vila-sacra.csv
17232000000,17,Girona,Vilopriu,230,2.99213626,42.10430399,76.0,17232000000_Vilopriu.csv
17233000000,17,Girona,Vilobí d'Onyar,3310,2.74292397,41.88906405,118.0,17233000000_Vilobí d'Onyar.csv
17234000000,17,Girona,Biure,244,2.89499912,42.33764783,77.0,17234000000_Biure.csv
17901000000,17,Girona,"Cruïlles, Monells i Sant Sadurní de l'Heura",1327,2.99099519,41.95621822,111.0,"17901000000_Cruïlles, Monells i Sant Sadurní de l'Heura.csv"
17902000000,17,Girona,Forallac,1708,3.05439621,41.96006964,49.0,17902000000_Forallac.csv
17903000000,17,Girona,Sant Julià del Llor i Bonmatí,1314,2.66875938,41.96825158,130.0,17903000000_Sant Julià del Llor i Bonmatí.csv
18001000000,18,Granada,Agrón,255,-3.83009744,37.03037591,1059.0,18001000000_Agrón.csv
18002000000,18,Granada,Alamedilla,564,-3.24475946,37.58043998,861.0,18002000000_Alamedilla.csv
18003000000,18,Granada,Albolote,19128,-3.65748033,37.23090185,649.0,18003000000_Albolote.csv
18004000000,18,Granada,Albondón,722,-3.21087374,36.82729026,898.0,18004000000_Albondón.csv
18005000000,18,Granada,Albuñán,403,-3.13273196,37.22739368,1114.0,18005000000_Albuñán.csv
18006000000,18,Granada,Albuñol,7473,-3.20167375,36.79129267,240.0,18006000000_Albuñol.csv
18007000000,18,Granada,Albuñuelas,786,-3.62953573,36.92926956,734.0,18007000000_Albuñuelas.csv
18010000000,18,Granada,Aldeire,623,-3.07267592,37.16037152,1274.0,18010000000_Aldeire.csv
18011000000,18,Granada,Alfacar,5497,-3.57046354,37.23688695,919.0,18011000000_Alfacar.csv
18012000000,18,Granada,Algarinejo,2440,-4.15798102,37.32575532,606.0,18012000000_Algarinejo.csv
18013000000,18,Granada,Alhama de Granada,5667,-3.98605626,37.0037636,889.0,18013000000_Alhama de Granada.csv
18014000000,18,Granada,Alhendín,9674,-3.64587295,37.10823076,736.0,18014000000_Alhendín.csv
18015000000,18,Granada,Alicún de Ortega,468,-3.13664857,37.60839263,700.0,18015000000_Alicún de Ortega.csv
18016000000,18,Granada,Almegíjar,330,-3.30032661,36.90261248,818.0,18016000000_Almegíjar.csv
18017000000,18,Granada,Almuñécar,25890,-3.69091622,36.73441423,22.0,18017000000_Almuñécar.csv
18018000000,18,Granada,Alquife,561,-3.11612282,37.17960943,1195.0,18018000000_Alquife.csv
18020000000,18,Granada,Arenas del Rey,624,-3.89435636,36.95781442,874.0,18020000000_Arenas del Rey.csv
18021000000,18,Granada,Armilla,24388,-3.62690297,37.14031436,675.0,18021000000_Armilla.csv
18022000000,18,Granada,Atarfe,19198,-3.6887337,37.22271103,598.0,18022000000_Atarfe.csv
18023000000,18,Granada,Baza,20281,-2.77485648,37.49077779,843.0,18023000000_Baza.csv
18024000000,18,Granada,Beas de Granada,980,-3.4815134,37.21755854,1072.0,18024000000_Beas de Granada.csv
18025000000,18,Granada,Beas de Guadix,323,-3.2055964,37.2809596,950.0,18025000000_Beas de Guadix.csv
18027000000,18,Granada,Benalúa,3289,-3.16508314,37.35220557,867.0,18027000000_Benalúa.csv
18028000000,18,Granada,Benalúa de las Villas,1064,-3.68369321,37.42820145,841.0,18028000000_Benalúa de las Villas.csv
18029000000,18,Granada,Benamaurel,2284,-2.698784399,37.60891437,723.0,18029000000_Benamaurel.csv
18030000000,18,Granada,Bérchules,715,-3.19011463,36.97540561,1319.0,18030000000_Bérchules.csv
18032000000,18,Granada,Bubión,322,-3.3573936,36.94867092,1281.0,18032000000_Bubión.csv
18033000000,18,Granada,Busquístar,286,-3.2949278,36.93758369,1159.0,18033000000_Busquístar.csv
18034000000,18,Granada,Cacín,555,-3.91770899,37.05876512,701.0,18034000000_Cacín.csv
18035000000,18,Granada,Cádiar,1492,-3.18084098,36.94487044,920.0,18035000000_Cádiar.csv
18036000000,18,Granada,Cájar,5262,-3.57097669,37.13433161,729.0,18036000000_Cájar.csv
18037000000,18,Granada,Calicasas,644,-3.61846278,37.27353143,768.0,18037000000_Calicasas.csv
18038000000,18,Granada,Campotéjar,1228,-3.6156536,37.48233309,935.0,18038000000_Campotéjar.csv
18039000000,18,Granada,Caniles,4038,-2.72312271,37.43694658,906.0,18039000000_Caniles.csv
18040000000,18,Granada,Cáñar,388,-3.42776601,36.92620013,1026.0,18040000000_Cáñar.csv
18042000000,18,Granada,Capileira,580,-3.35991264,36.96126531,1429.0,18042000000_Capileira.csv
18043000000,18,Granada,Carataunas,200,-3.40856209,36.92332899,774.0,18043000000_Carataunas.csv
18044000000,18,Granada,Cástaras,240,-3.25417487,36.93059265,1007.0,18044000000_Cástaras.csv
18045000000,18,Granada,Castilléjar,1288,-2.64338292,37.71495776,775.0,18045000000_Castilléjar.csv
18046000000,18,Granada,Castril,2018,-2.77929932,37.79447243,904.0,18046000000_Castril.csv
18047000000,18,Granada,Cenes de la Vega,8181,-3.53735586,37.15945749,747.0,18047000000_Cenes de la Vega.csv
18048000000,18,Granada,Cijuela,3472,-3.81055129,37.19984762,540.0,18048000000_Cijuela.csv
18049000000,18,Granada,Cogollos de Guadix,630,-3.16027745,37.22498913,1136.0,18049000000_Cogollos de Guadix.csv
18050000000,18,Granada,Cogollos de la Vega,2015,-3.57526467,37.27380305,999.0,18050000000_Cogollos de la Vega.csv
18051000000,18,Granada,Colomera,1298,-3.71436522,37.3742622,841.0,18051000000_Colomera.csv
18053000000,18,Granada,Cortes de Baza,1870,-2.771069,37.65604885,700.0,18053000000_Cortes de Baza.csv
18054000000,18,Granada,Cortes y Graena,990,-3.21870296,37.30400297,974.0,18054000000_Cortes y Graena.csv
18056000000,18,Granada,Cúllar,4079,-2.57596221,37.58371761,892.0,18056000000_Cúllar.csv
18057000000,18,Granada,Cúllar Vega,7719,-3.67166338,37.15344636,641.0,18057000000_Cúllar Vega.csv
18059000000,18,Granada,Chauchina,5624,-3.77093889,37.20165324,552.0,18059000000_Chauchina.csv
18061000000,18,Granada,Chimeneas,1244,-3.8211484,37.13262106,693.0,18061000000_Chimeneas.csv
18062000000,18,Granada,Churriana de la Vega,15741,-3.64581291,37.14885746,655.0,18062000000_Churriana de la Vega.csv
18063000000,18,Granada,Darro,1636,-3.29325661,37.35059768,1120.0,18063000000_Darro.csv
18064000000,18,Granada,Dehesas de Guadix,412,-3.10106009,37.5910137,654.0,18064000000_Dehesas de Guadix.csv
18065000000,18,Granada,Dehesas Viejas,685,-3.55222697,37.47372263,1008.0,18065000000_Dehesas Viejas.csv
18066000000,18,Granada,Deifontes,2625,-3.59424027,37.32594516,737.0,18066000000_Deifontes.csv
18067000000,18,Granada,Diezma,776,-3.33182232,37.32111088,1228.0,18067000000_Diezma.csv
18068000000,18,Granada,Dílar,2137,-3.60152074,37.07448944,881.0,18068000000_Dílar.csv
18069000000,18,Granada,Dólar,637,-2.99120971,37.17930415,1210.0,18069000000_Dólar.csv
18070000000,18,Granada,Dúdar,362,-3.48276987,37.18650891,812.0,18070000000_Dúdar.csv
18071000000,18,Granada,Dúrcal,7168,-3.56634078,36.988117,788.0,18071000000_Dúrcal.csv
18072000000,18,Granada,Escúzar,806,-3.76129307,37.06231421,873.0,18072000000_Escúzar.csv
18074000000,18,Granada,Ferreira,293,-3.03620132,37.17247581,1269.0,18074000000_Ferreira.csv
18076000000,18,Granada,Fonelas,955,-3.17521628,37.41328681,786.0,18076000000_Fonelas.csv
18077000000,18,Granada,Fornes,534,-3.85692302,36.95424126,858.0,18077000000_Fornes.csv
18078000000,18,Granada,Freila,936,-2.90951304,37.52882525,795.0,18078000000_Freila.csv
18079000000,18,Granada,Fuente Vaqueros,4415,-3.78484242,37.21996834,544.0,18079000000_Fuente Vaqueros.csv
18082000000,18,Granada,Galera,1107,-2.55073185,37.7433215,830.0,18082000000_Galera.csv
18083000000,18,Granada,Gobernador,220,-3.319995342,37.47743928,1039.0,18083000000_Gobernador.csv
18084000000,18,Granada,Gójar,5993,-3.60605951,37.10477183,791.0,18084000000_Gójar.csv
18085000000,18,Granada,Gor,729,-2.9694879,37.36926976,1239.0,18085000000_Gor.csv
18086000000,18,Granada,Gorafe,382,-3.04440458,37.47925162,854.0,18086000000_Gorafe.csv
18087000000,18,Granada,Granada,231775,-3.60001883,37.17641932,684.0,18087000000_Granada.csv
18088000000,18,Granada,Guadahortuna,1839,-3.39966868,37.55822516,969.0,18088000000_Guadahortuna.csv
18089000000,18,Granada,Guadix,18462,-3.13638082,37.30161072,913.0,18089000000_Guadix.csv
18093000000,18,Granada,Gualchos,5287,-3.39076872,36.74323519,339.0,18093000000_Gualchos.csv
18094000000,18,Granada,Güéjar Sierra,2906,-3.43875396,37.15955616,1087.0,18094000000_Güéjar Sierra.csv
18095000000,18,Granada,Güevéjar,2658,-3.59731995,37.25714434,877.0,18095000000_Güevéjar.csv
18096000000,18,Granada,Huélago,384,-3.26048883,37.41944952,911.0,18096000000_Huélago.csv
18097000000,18,Granada,Huéneja,1193,-2.94839159,37.17593942,1153.0,18097000000_Huéneja.csv
18098000000,18,Granada,Huéscar,7236,-2.54009537,37.80977052,952.0,18098000000_Huéscar.csv
18099000000,18,Granada,Huétor de Santillán,1897,-3.51676416,37.2184559,1024.0,18099000000_Huétor de Santillán.csv
18100000000,18,Granada,Huétor Tájar,10514,-4.04716859,37.19468512,485.0,18100000000_Huétor Tájar.csv
18101000000,18,Granada,Huétor Vega,12120,-3.57174084,37.14461301,724.0,18101000000_Huétor Vega.csv
18102000000,18,Granada,Íllora,10080,-3.88172313,37.28611488,740.0,18102000000_Íllora.csv
18103000000,18,Granada,Ítrabo,974,-3.63895096,36.79956445,390.0,18103000000_Ítrabo.csv
18105000000,18,Granada,Iznalloz,5094,-3.53095401,37.39201995,804.0,18105000000_Iznalloz.csv
18106000000,18,Granada,Játar,609,-3.909995,36.93541262,966.0,18106000000_Játar.csv
18107000000,18,Granada,Jayena,1045,-3.82352623,36.94763567,900.0,18107000000_Jayena.csv
18108000000,18,Granada,Jérez del Marquesado,954,-3.15692541,37.1844213,1228.0,18108000000_Jérez del Marquesado.csv
18109000000,18,Granada,Jete,985,-3.66855621,36.79707598,124.0,18109000000_Jete.csv
18111000000,18,Granada,Jun,3928,-3.59458114,37.22140862,767.0,18111000000_Jun.csv
18112000000,18,Granada,Juviles,136,-3.22511081,36.94814817,1258.0,18112000000_Juviles.csv
18114000000,18,Granada,La Calahorra,664,-3.06368298,37.18155072,1195.0,18114000000_La Calahorra.csv
18115000000,18,Granada,Láchar,3550,-3.83555349,37.19658225,540.0,18115000000_Láchar.csv
18116000000,18,Granada,Lanjarón,3612,-3.48280867,36.91783148,659.0,18116000000_Lanjarón.csv
18117000000,18,Granada,Lanteira,571,-3.138438099,37.1688658,1340.0,18117000000_Lanteira.csv
18119000000,18,Granada,Lecrín,2197,-3.550705259,36.94797087,703.0,18119000000_Lecrín.csv
18120000000,18,Granada,Lentegí,337,-3.67446558,36.83558871,645.0,18120000000_Lentegí.csv
18121000000,18,Granada,Lobras,130,-3.212739,36.92971854,936.0,18121000000_Lobras.csv
18122000000,18,Granada,Loja,20465,-4.15218743,37.16628219,484.0,18122000000_Loja.csv
18123000000,18,Granada,Lugros,311,-3.2407447,37.23019882,1244.0,18123000000_Lugros.csv
